"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"23.11.2012","3.760,08","3.710,76","3.760,08","3.690,54","-","1,33%"
"22.11.2012","3.710,81","3.694,18","3.722,45","3.693,27","-","0,48%"
"21.11.2012","3.692,93","3.669,16","3.706,51","3.655,63","-","0,65%"
"19.11.2012","3.669,24","3.594,31","3.684,39","3.594,31","-","2,07%"
"16.11.2012","3.594,73","3.579,07","3.640,61","3.561,88","-","0,39%"
"14.11.2012","3.580,64","3.627,12","3.627,12","3.554,30","-","-1,27%"
"13.11.2012","3.626,81","3.573,70","3.626,81","3.560,49","-","1,41%"
"12.11.2012","3.576,33","3.584,60","3.610,30","3.567,87","-","-0,32%"
"09.11.2012","3.587,69","3.604,68","3.625,58","3.562,00","-","-0,43%"
"08.11.2012","3.603,27","3.672,98","3.706,33","3.595,54","-","-1,90%"
"07.11.2012","3.673,00","3.739,95","3.740,86","3.653,94","-","-1,79%"
"06.11.2012","3.739,95","3.676,27","3.750,59","3.670,82","-","1,74%"
"05.11.2012","3.676,12","3.703,96","3.703,96","3.652,77","-","-0,79%"
"01.11.2012","3.705,52","3.556,20","3.705,52","3.547,29","-","4,19%"
"31.10.2012","3.556,57","3.592,63","3.598,12","3.538,70","-","-0,88%"
"30.10.2012","3.588,12","3.552,94","3.593,47","3.552,94","-","0,96%"
"29.10.2012","3.554,05","3.548,30","3.554,05","3.517,52","-","0,14%"
"26.10.2012","3.549,07","3.581,15","3.581,15","3.539,83","-","-0,93%"
"25.10.2012","3.582,55","3.517,11","3.596,84","3.517,11","-","1,88%"
"24.10.2012","3.516,57","3.467,45","3.532,12","3.461,44","-","1,41%"
"23.10.2012","3.467,76","3.559,05","3.559,05","3.458,24","-","-2,57%"
"22.10.2012","3.559,14","3.594,95","3.605,10","3.542,29","-","-1,00%"
"19.10.2012","3.594,95","3.619,11","3.619,11","3.575,74","-","-0,66%"
"18.10.2012","3.619,00","3.637,58","3.637,58","3.594,83","-","-0,52%"
"17.10.2012","3.637,96","3.628,45","3.647,70","3.590,00","-","0,26%"
"16.10.2012","3.628,45","3.603,16","3.642,68","3.595,91","-","0,72%"
"15.10.2012","3.602,42","3.599,10","3.617,43","3.578,75","-","0,10%"
"11.10.2012","3.598,97","3.541,81","3.599,33","3.541,81","-","1,72%"
"10.10.2012","3.538,06","3.585,03","3.609,58","3.530,20","-","-1,29%"
"09.10.2012","3.584,15","3.656,15","3.661,41","3.575,57","-","-1,98%"
"08.10.2012","3.656,49","3.656,17","3.664,55","3.604,59","-","0,01%"
"05.10.2012","3.656,21","3.659,86","3.702,06","3.645,83","-","-0,09%"
"04.10.2012","3.659,50","3.646,60","3.666,86","3.622,29","-","0,37%"
"03.10.2012","3.646,08","3.687,00","3.701,97","3.643,69","-","-1,09%"
"02.10.2012","3.686,38","3.688,85","3.728,23","3.678,63","-","-0,07%"
"01.10.2012","3.688,93","3.652,21","3.710,97","3.638,70","-","1,01%"
"28.09.2012","3.652,20","3.751,26","3.752,83","3.622,18","-","-2,79%"
"27.09.2012","3.756,85","3.769,52","3.792,64","3.730,09","-","-0,33%"
"26.09.2012","3.769,43","3.777,09","3.779,82","3.707,34","-","-0,21%"
"25.09.2012","3.777,43","3.965,49","3.966,50","3.770,50","-","-4,74%"
"24.09.2012","3.965,25","3.964,74","3.983,08","3.942,42","-","0,00%"
"21.09.2012","3.965,11","3.960,48","3.998,12","3.953,19","-","0,15%"
"20.09.2012","3.959,07","3.963,24","3.963,24","3.921,66","-","-0,14%"
"19.09.2012","3.964,78","3.952,69","3.999,99","3.946,63","-","0,31%"
"18.09.2012","3.952,51","3.990,89","4.006,81","3.946,69","-","-0,96%"
"17.09.2012","3.990,89","4.006,59","4.040,02","3.966,96","-","-0,35%"
"14.09.2012","4.004,80","3.940,00","4.040,22","3.939,65","-","1,64%"
"13.09.2012","3.940,30","3.868,31","3.958,82","3.841,23","-","1,86%"
"12.09.2012","3.868,45","3.811,27","3.877,62","3.811,27","-","1,51%"
"11.09.2012","3.810,86","3.778,92","3.818,39","3.775,24","-","0,83%"
"10.09.2012","3.779,40","3.786,67","3.831,06","3.775,54","-","-0,17%"
"06.09.2012","3.785,98","3.709,52","3.791,27","3.709,52","-","2,11%"
"05.09.2012","3.707,70","3.682,06","3.712,84","3.660,02","-","0,83%"
"04.09.2012","3.677,26","3.720,04","3.720,04","3.663,38","-","-1,18%"
"03.09.2012","3.721,01","3.668,94","3.722,86","3.668,94","-","1,44%"
"31.08.2012","3.668,26","3.719,49","3.756,21","3.667,56","-","-1,36%"
"30.08.2012","3.718,71","3.737,47","3.737,56","3.694,84","-","-0,53%"
"29.08.2012","3.738,45","3.804,70","3.822,92","3.725,33","-","-1,70%"
"28.08.2012","3.803,29","3.797,80","3.814,57","3.778,27","-","0,12%"
"27.08.2012","3.798,78","3.809,52","3.814,76","3.773,25","-","-0,28%"
"24.08.2012","3.809,57","3.822,72","3.832,29","3.782,74","-","-0,34%"
"23.08.2012","3.822,72","3.849,42","3.849,70","3.780,96","-","-0,69%"
"22.08.2012","3.849,19","3.846,74","3.875,01","3.793,29","-","0,09%"
"21.08.2012","3.845,59","3.868,50","3.898,70","3.830,21","-","-0,59%"
"20.08.2012","3.868,50","3.876,65","3.899,11","3.856,25","-","-0,20%"
"17.08.2012","3.876,13","3.866,01","3.890,51","3.853,88","-","0,27%"
"16.08.2012","3.865,84","3.815,59","3.870,55","3.814,35","-","1,32%"
"15.08.2012","3.815,54","3.773,35","3.815,54","3.755,75","-","1,11%"
"14.08.2012","3.773,68","3.815,21","3.842,59","3.761,56","-","-1,09%"
"13.08.2012","3.815,12","3.837,66","3.840,43","3.786,18","-","-0,62%"
"10.08.2012","3.839,09","3.797,77","3.843,57","3.749,77","-","1,07%"
"09.08.2012","3.798,28","3.827,59","3.827,59","3.763,64","-","-0,76%"
"08.08.2012","3.827,39","3.778,77","3.831,85","3.755,22","-","1,29%"
"07.08.2012","3.778,73","3.774,97","3.828,09","3.774,49","-","0,10%"
"06.08.2012","3.775,05","3.716,01","3.809,49","3.712,21","-","1,60%"
"03.08.2012","3.715,59","3.600,00","3.725,43","3.600,00","-","3,22%"
"02.08.2012","3.599,69","3.654,44","3.654,57","3.582,19","-","-1,50%"
"01.08.2012","3.654,45","3.641,95","3.671,51","3.582,97","-","0,35%"
"31.07.2012","3.641,88","3.705,21","3.707,78","3.619,95","-","-1,71%"
"30.07.2012","3.705,09","3.652,73","3.705,30","3.627,60","-","1,44%"
"27.07.2012","3.652,52","3.508,75","3.683,27","3.508,75","-","4,10%"
"26.07.2012","3.508,66","3.428,99","3.512,51","3.428,99","-","2,32%"
"25.07.2012","3.428,95","3.426,47","3.463,39","3.413,93","-","0,09%"
"24.07.2012","3.425,95","3.367,38","3.425,95","3.367,38","-","1,71%"
"23.07.2012","3.368,33","3.463,98","3.463,99","3.327,61","-","-2,79%"
"20.07.2012","3.465,17","3.496,19","3.496,91","3.446,56","-","-0,94%"
"19.07.2012","3.498,11","3.445,82","3.505,63","3.445,82","-","1,51%"
"18.07.2012","3.446,10","3.378,00","3.447,06","3.360,44","-","2,07%"
"17.07.2012","3.376,29","3.377,58","3.409,18","3.358,03","-","-0,02%"
"16.07.2012","3.377,09","3.402,70","3.402,71","3.357,88","-","-0,74%"
"13.07.2012","3.402,34","3.352,57","3.402,34","3.352,57","-","1,50%"
"12.07.2012","3.352,00","3.348,32","3.359,05","3.294,49","-","0,10%"
"11.07.2012","3.348,49","3.350,63","3.397,60","3.322,93","-","-0,03%"
"10.07.2012","3.349,60","3.454,49","3.471,66","3.349,60","-","-3,04%"
"06.07.2012","3.454,49","3.487,34","3.487,48","3.412,19","-","-0,94%"
"05.07.2012","3.487,36","3.467,39","3.521,74","3.451,39","-","0,57%"
"04.07.2012","3.467,60","3.451,35","3.468,13","3.432,39","-","0,44%"
"03.07.2012","3.452,46","3.386,40","3.463,48","3.386,40","-","1,97%"
"02.07.2012","3.385,60","3.361,89","3.385,60","3.329,86","-","0,70%"
"29.06.2012","3.361,96","3.270,80","3.365,53","3.270,80","-","2,81%"
"28.06.2012","3.270,07","3.279,07","3.279,07","3.234,14","-","-0,27%"
"27.06.2012","3.279,07","3.261,20","3.329,65","3.254,02","-","0,51%"
"26.06.2012","3.262,53","3.264,78","3.285,48","3.240,12","-","-0,03%"
"25.06.2012","3.263,51","3.350,28","3.350,34","3.258,00","-","-2,60%"
"22.06.2012","3.350,55","3.367,60","3.389,84","3.314,50","-","-0,46%"
"21.06.2012","3.366,13","3.473,17","3.474,39","3.366,13","-","-3,08%"
"20.06.2012","3.473,00","3.495,28","3.496,61","3.420,69","-","-0,67%"
"19.06.2012","3.496,59","3.452,99","3.512,85","3.447,37","-","1,36%"
"18.06.2012","3.449,68","3.442,37","3.465,61","3.403,37","-","0,21%"
"15.06.2012","3.442,37","3.424,30","3.442,61","3.404,17","-","0,53%"
"14.06.2012","3.424,20","3.428,74","3.445,97","3.397,65","-","-0,08%"
"13.06.2012","3.427,09","3.415,15","3.466,41","3.385,60","-","0,20%"
"12.06.2012","3.420,10","3.359,31","3.420,10","3.359,31","-","1,80%"
"11.06.2012","3.359,76","3.353,83","3.411,66","3.348,31","-","0,18%"
"08.06.2012","3.353,83","3.356,76","3.368,47","3.331,57","-","-0,08%"
"06.06.2012","3.356,56","3.249,21","3.359,69","3.235,76","-","3,30%"
"05.06.2012","3.249,21","3.283,63","3.314,54","3.248,68","-","-1,07%"
"04.06.2012","3.284,33","3.314,97","3.335,82","3.284,33","-","-0,92%"
"01.06.2012","3.314,97","3.360,12","3.363,98","3.288,01","-","-1,35%"
"31.05.2012","3.360,37","3.281,29","3.360,78","3.264,13","-","2,47%"
"30.05.2012","3.279,48","3.300,85","3.300,85","3.228,08","-","-0,66%"
"29.05.2012","3.301,29","3.310,07","3.346,82","3.289,95","-","-0,27%"
"28.05.2012","3.310,07","3.292,24","3.331,42","3.292,24","-","0,55%"
"25.05.2012","3.291,93","3.253,84","3.306,86","3.241,90","-","1,16%"
"24.05.2012","3.254,24","3.292,24","3.296,47","3.218,16","-","-1,15%"
"23.05.2012","3.292,24","3.328,50","3.328,50","3.175,47","-","-1,10%"
"22.05.2012","3.328,73","3.341,91","3.370,60","3.312,38","-","-0,39%"
"21.05.2012","3.341,68","3.195,58","3.345,87","3.193,87","-","4,57%"
"18.05.2012","3.195,64","3.197,61","3.248,81","3.175,45","-","-0,01%"
"17.05.2012","3.195,80","3.295,14","3.310,96","3.185,41","-","-2,92%"
"16.05.2012","3.292,04","3.354,67","3.426,19","3.276,30","-","-1,85%"
"15.05.2012","3.354,16","3.372,16","3.419,60","3.335,28","-","-0,53%"
"14.05.2012","3.371,97","3.463,20","3.463,25","3.367,08","-","-2,63%"
"11.05.2012","3.463,15","3.436,63","3.491,64","3.405,67","-","0,77%"
"10.05.2012","3.436,72","3.422,85","3.497,37","3.422,85","-","0,41%"
"09.05.2012","3.422,60","3.460,75","3.460,75","3.392,93","-","-1,14%"
"08.05.2012","3.461,94","3.471,27","3.471,27","3.423,22","-","-0,26%"
"07.05.2012","3.471,07","3.448,79","3.471,07","3.418,67","-","0,65%"
"04.05.2012","3.448,81","3.481,40","3.512,99","3.423,62","-","-1,00%"
"03.05.2012","3.483,59","3.494,96","3.514,66","3.456,03","-","-0,32%"
"02.05.2012","3.494,60","3.522,65","3.543,07","3.487,59","-","-0,80%"
"30.04.2012","3.522,65","3.491,45","3.522,65","3.468,73","-","0,86%"
"27.04.2012","3.492,78","3.491,84","3.508,89","3.476,94","-","0,13%"
"26.04.2012","3.488,13","3.459,66","3.488,13","3.419,78","-","0,82%"
"25.04.2012","3.459,66","3.551,87","3.554,65","3.454,26","-","-2,59%"
"24.04.2012","3.551,75","3.553,99","3.573,66","3.535,40","-","-0,06%"
"23.04.2012","3.553,75","3.583,11","3.583,11","3.508,32","-","-0,87%"
"20.04.2012","3.584,84","3.570,04","3.630,66","3.569,90","-","0,41%"
"19.04.2012","3.570,04","3.557,92","3.576,51","3.540,77","-","0,34%"
"18.04.2012","3.557,92","3.559,52","3.578,30","3.523,10","-","-0,06%"
"17.04.2012","3.559,95","3.557,17","3.580,50","3.534,88","-","0,08%"
"16.04.2012","3.557,13","3.588,89","3.615,63","3.539,01","-","-0,87%"
"13.04.2012","3.588,17","3.691,38","3.691,38","3.585,64","-","-2,80%"
"12.04.2012","3.691,42","3.593,68","3.693,13","3.593,68","-","2,72%"
"11.04.2012","3.593,62","3.604,03","3.645,97","3.593,20","-","-0,28%"
"10.04.2012","3.603,82","3.635,33","3.663,66","3.564,32","-","-0,85%"
"09.04.2012","3.634,74","3.665,06","3.665,06","3.606,88","-","-0,85%"
"05.04.2012","3.665,72","3.703,31","3.713,75","3.654,24","-","-1,02%"
"04.04.2012","3.703,53","3.793,61","3.793,79","3.702,69","-","-2,38%"
"03.04.2012","3.793,69","3.827,05","3.846,91","3.782,53","-","-0,92%"
"02.04.2012","3.828,96","3.789,83","3.848,81","3.785,19","-","1,07%"
"30.03.2012","3.788,57","3.823,59","3.852,10","3.763,66","-","-0,92%"
"29.03.2012","3.823,59","3.872,28","3.872,38","3.790,88","-","-1,26%"
"28.03.2012","3.872,44","3.943,20","3.943,20","3.852,20","-","-1,85%"
"27.03.2012","3.945,24","3.948,51","3.968,41","3.931,05","-","-0,03%"
"26.03.2012","3.946,50","3.886,75","3.948,61","3.886,61","-","1,54%"
"23.03.2012","3.886,64","3.893,83","3.912,82","3.874,32","-","-0,19%"
"22.03.2012","3.893,85","3.955,65","3.956,18","3.879,44","-","-1,66%"
"21.03.2012","3.959,54","3.990,94","3.993,62","3.959,54","-","-0,78%"
"20.03.2012","3.990,58","4.033,94","4.033,94","3.976,61","-","-1,09%"
"19.03.2012","4.034,39","4.050,45","4.064,24","4.026,43","-","-0,40%"
"16.03.2012","4.050,45","4.037,10","4.070,97","4.037,10","-","0,35%"
"15.03.2012","4.036,28","4.055,58","4.055,58","4.003,39","-","-0,46%"
"14.03.2012","4.054,96","4.060,36","4.084,09","4.026,82","-","-0,13%"
"13.03.2012","4.060,17","4.017,37","4.062,43","4.016,26","-","1,15%"
"12.03.2012","4.014,03","4.047,21","4.047,22","3.993,19","-","-0,83%"
"09.03.2012","4.047,54","4.007,74","4.064,10","4.003,27","-","0,99%"
"08.03.2012","4.007,74","3.948,68","4.026,28","3.948,02","-","1,53%"
"07.03.2012","3.947,22","3.891,03","3.949,35","3.891,03","-","1,54%"
"06.03.2012","3.887,27","3.976,99","3.977,13","3.871,55","-","-2,26%"
"05.03.2012","3.976,99","4.008,02","4.008,02","3.943,59","-","-0,82%"
"02.03.2012","4.009,83","3.950,25","4.022,25","3.950,25","-","1,51%"
"01.03.2012","3.950,25","3.883,46","3.966,39","3.883,45","-","1,73%"
"29.02.2012","3.883,16","3.876,46","3.923,76","3.860,15","-","0,17%"
"28.02.2012","3.876,40","3.798,94","3.882,48","3.798,52","-","2,04%"
"27.02.2012","3.798,92","3.820,56","3.821,30","3.776,01","-","-0,61%"
"24.02.2012","3.822,23","3.825,05","3.842,59","3.810,58","-","-0,07%"
"23.02.2012","3.824,87","3.859,81","3.859,81","3.816,06","-","-0,90%"
"22.02.2012","3.859,52","3.861,19","3.874,93","3.838,35","-","-0,06%"
"17.02.2012","3.861,76","3.870,89","3.894,49","3.829,11","-","-0,23%"
"16.02.2012","3.870,84","3.845,74","3.873,53","3.794,68","-","0,65%"
"15.02.2012","3.845,91","3.864,74","3.909,50","3.843,34","-","-0,48%"
"14.02.2012","3.864,36","3.862,09","3.874,31","3.831,54","-","0,07%"
"13.02.2012","3.861,59","3.780,02","3.867,29","3.780,02","-","2,17%"
"10.02.2012","3.779,73","3.844,92","3.844,92","3.771,05","-","-1,70%"
"09.02.2012","3.845,11","3.875,73","3.889,38","3.825,77","-","-0,79%"
"08.02.2012","3.875,56","3.829,72","3.886,75","3.829,70","-","1,20%"
"07.02.2012","3.829,70","3.785,63","3.833,05","3.763,01","-","1,16%"
"06.02.2012","3.785,75","3.787,76","3.787,76","3.755,40","-","-0,05%"
"03.02.2012","3.787,74","3.752,03","3.791,26","3.716,08","-","0,92%"
"02.02.2012","3.753,19","3.724,42","3.753,19","3.711,02","-","0,73%"
"01.02.2012","3.725,86","3.672,48","3.733,19","3.655,70","-","1,46%"
"31.01.2012","3.672,12","3.706,45","3.709,20","3.650,53","-","-0,94%"
"30.01.2012","3.706,96","3.726,48","3.727,59","3.652,41","-","-0,56%"
"27.01.2012","3.727,95","3.714,31","3.744,06","3.692,59","-","0,38%"
"26.01.2012","3.713,91","3.667,96","3.742,99","3.667,96","-","1,25%"
"24.01.2012","3.667,96","3.686,44","3.686,44","3.631,18","-","-0,59%"
"23.01.2012","3.689,68","3.714,15","3.714,15","3.651,28","-","-0,66%"
"20.01.2012","3.714,17","3.696,12","3.730,63","3.680,44","-","0,47%"
"19.01.2012","3.696,95","3.678,11","3.702,83","3.658,16","-","0,54%"
"18.01.2012","3.677,25","3.596,92","3.677,25","3.596,17","-","2,25%"
"17.01.2012","3.596,50","3.585,57","3.611,63","3.584,92","-","0,32%"
"16.01.2012","3.585,07","3.557,54","3.590,27","3.555,39","-","0,77%"
"13.01.2012","3.557,50","3.576,79","3.585,63","3.534,37","-","-0,53%"
"12.01.2012","3.576,53","3.580,21","3.612,58","3.557,89","-","-0,09%"
"11.01.2012","3.579,91","3.573,46","3.593,46","3.553,68","-","0,18%"
"10.01.2012","3.573,51","3.534,17","3.588,83","3.534,17","-","1,11%"
"09.01.2012","3.534,17","3.510,35","3.542,88","3.507,70","-","0,67%"
"06.01.2012","3.510,80","3.507,56","3.544,05","3.497,56","-","0,11%"
"05.01.2012","3.507,10","3.541,33","3.541,33","3.454,88","-","-1,04%"
"04.01.2012","3.543,92","3.538,09","3.551,41","3.491,32","-","0,17%"
"03.01.2012","3.538,07","3.476,68","3.538,15","3.476,68","-","1,77%"
"02.01.2012","3.476,58","3.468,16","3.499,85","3.439,89","-","0,24%"
"29.12.2011","3.468,11","3.435,72","3.468,11","3.430,97","-","0,94%"
"28.12.2011","3.435,83","3.499,34","3.499,34","3.427,13","-","-1,80%"
"27.12.2011","3.498,79","3.484,29","3.504,55","3.476,24","-","0,45%"
"26.12.2011","3.483,10","3.496,40","3.508,18","3.476,56","-","-0,35%"
"23.12.2011","3.495,18","3.482,06","3.510,47","3.482,06","-","0,38%"
"22.12.2011","3.482,06","3.431,37","3.500,03","3.431,37","-","1,48%"
"21.12.2011","3.431,31","3.423,25","3.433,26","3.400,02","-","0,24%"
"20.12.2011","3.423,25","3.348,65","3.436,09","3.348,65","-","2,26%"
"19.12.2011","3.347,58","3.364,23","3.395,73","3.347,58","-","-0,47%"
"16.12.2011","3.363,47","3.366,99","3.387,48","3.350,30","-","-0,08%"
"15.12.2011","3.366,19","3.395,75","3.431,83","3.364,95","-","-0,87%"
"14.12.2011","3.395,83","3.423,06","3.439,08","3.388,91","-","-0,85%"
"13.12.2011","3.425,09","3.417,79","3.447,75","3.410,02","-","0,21%"
"12.12.2011","3.417,79","3.449,25","3.449,25","3.390,47","-","-0,91%"
"09.12.2011","3.449,31","3.412,64","3.468,62","3.412,64","-","1,08%"
"08.12.2011","3.412,53","3.435,13","3.472,57","3.387,50","-","-0,65%"
"07.12.2011","3.434,95","3.458,93","3.458,93","3.423,36","-","-0,72%"
"06.12.2011","3.459,81","3.445,03","3.462,13","3.413,50","-","0,43%"
"05.12.2011","3.445,03","3.427,31","3.478,01","3.427,11","-","0,52%"
"02.12.2011","3.427,29","3.442,47","3.504,54","3.406,89","-","-0,44%"
"01.12.2011","3.442,42","3.330,17","3.460,24","3.329,96","-","3,36%"
"30.11.2011","3.330,49","3.170,32","3.333,64","3.170,09","-","5,04%"
"29.11.2011","3.170,80","3.188,74","3.232,29","3.170,80","-","-0,55%"
"28.11.2011","3.188,34","3.132,95","3.211,11","3.132,95","-","1,77%"
"25.11.2011","3.133,01","3.148,13","3.158,29","3.109,87","-","-0,51%"
"24.11.2011","3.148,92","3.132,47","3.170,03","3.100,31","-","0,57%"
"23.11.2011","3.131,09","3.175,52","3.175,52","3.124,01","-","-1,40%"
"22.11.2011","3.175,43","3.213,50","3.226,72","3.155,64","-","-1,20%"
"21.11.2011","3.214,14","3.255,21","3.255,42","3.174,54","-","-1,26%"
"18.11.2011","3.255,25","3.307,39","3.325,53","3.243,85","-","-1,58%"
"17.11.2011","3.307,45","3.399,25","3.399,25","3.281,98","-","-2,70%"
"16.11.2011","3.399,25","3.384,27","3.404,49","3.362,64","-","0,42%"
"14.11.2011","3.384,87","3.360,94","3.421,92","3.357,43","-","0,73%"
"11.11.2011","3.360,47","3.314,24","3.383,81","3.314,24","-","1,39%"
"10.11.2011","3.314,24","3.348,36","3.384,18","3.311,74","-","-1,02%"
"09.11.2011","3.348,47","3.397,38","3.397,38","3.317,63","-","-1,46%"
"08.11.2011","3.397,95","3.393,66","3.411,62","3.361,20","-","0,13%"
"07.11.2011","3.393,55","3.385,59","3.427,44","3.379,33","-","0,24%"
"04.11.2011","3.385,49","3.378,50","3.393,39","3.329,49","-","0,21%"
"03.11.2011","3.378,32","3.357,12","3.410,46","3.354,19","-","0,62%"
"01.11.2011","3.357,44","3.398,08","3.398,08","3.280,43","-","-1,20%"
"31.10.2011","3.398,37","3.430,62","3.430,92","3.361,57","-","-0,97%"
"28.10.2011","3.431,76","3.440,82","3.455,12","3.412,01","-","-0,29%"
"27.10.2011","3.441,57","3.342,17","3.486,10","3.342,17","-","2,98%"
"26.10.2011","3.341,90","3.307,15","3.352,11","3.287,17","-","1,06%"
"25.10.2011","3.306,94","3.357,63","3.357,63","3.261,55","-","-1,50%"
"24.10.2011","3.357,19","3.296,43","3.392,03","3.296,43","-","1,90%"
"21.10.2011","3.294,48","3.236,44","3.311,64","3.236,28","-","1,84%"
"20.10.2011","3.234,99","3.264,01","3.269,72","3.197,46","-","-0,92%"
"19.10.2011","3.264,87","3.239,74","3.265,31","3.217,82","-","0,79%"
"18.10.2011","3.239,37","3.199,36","3.249,52","3.154,63","-","1,28%"
"17.10.2011","3.198,51","3.214,91","3.214,92","3.158,67","-","-0,51%"
"14.10.2011","3.214,95","3.198,76","3.224,59","3.187,48","-","0,53%"
"13.10.2011","3.198,11","3.163,05","3.214,57","3.146,26","-","1,12%"
"11.10.2011","3.162,79","3.141,51","3.186,20","3.119,64","-","0,68%"
"10.10.2011","3.141,44","3.028,26","3.155,17","3.028,26","-","3,76%"
"07.10.2011","3.027,70","3.071,79","3.117,36","3.007,20","-","-1,41%"
"06.10.2011","3.071,02","3.009,33","3.098,57","3.009,33","-","2,05%"
"05.10.2011","3.009,33","2.982,19","3.019,36","2.958,09","-","0,91%"
"04.10.2011","2.982,19","3.005,16","3.005,19","2.911,07","-","-0,76%"
"03.10.2011","3.005,16","3.065,99","3.068,92","2.999,52","-","-1,99%"
"30.09.2011","3.066,17","3.085,65","3.085,65","2.999,51","-","-0,64%"
"29.09.2011","3.085,96","3.066,61","3.133,10","3.055,64","-","0,63%"
"28.09.2011","3.066,70","3.083,69","3.148,90","3.062,89","-","-0,55%"
"27.09.2011","3.083,53","3.021,67","3.135,69","3.021,67","-","2,08%"
"26.09.2011","3.020,83","2.986,32","3.029,31","2.946,44","-","1,16%"
"23.09.2011","2.986,32","3.014,99","3.036,37","2.966,05","-","-0,95%"
"22.09.2011","3.014,89","3.139,18","3.139,18","2.970,76","-","-3,96%"
"21.09.2011","3.139,24","3.154,96","3.206,98","3.132,07","-","-0,49%"
"20.09.2011","3.154,66","3.169,58","3.210,11","3.153,37","-","-0,47%"
"19.09.2011","3.169,58","3.194,30","3.194,30","3.116,56","-","-0,77%"
"16.09.2011","3.194,30","3.143,11","3.194,39","3.132,80","-","1,61%"
"15.09.2011","3.143,71","3.110,09","3.177,73","3.109,61","-","1,11%"
"14.09.2011","3.109,18","3.077,05","3.133,09","3.039,56","-","1,04%"
"13.09.2011","3.077,11","3.093,33","3.128,55","3.045,13","-","-0,51%"
"12.09.2011","3.092,98","3.147,42","3.147,42","3.026,80","-","-1,74%"
"09.09.2011","3.147,67","3.245,19","3.245,19","3.113,25","-","-3,09%"
"08.09.2011","3.247,94","3.189,10","3.277,90","3.189,10","-","1,88%"
"06.09.2011","3.187,89","3.140,50","3.190,35","3.080,87","-","1,53%"
"05.09.2011","3.139,72","3.240,05","3.240,05","3.128,59","-","-3,13%"
"02.09.2011","3.241,09","3.324,92","3.324,92","3.216,67","-","-2,51%"
"01.09.2011","3.324,58","3.141,83","3.346,48","3.141,83","-","5,82%"
"31.08.2011","3.141,79","3.076,93","3.146,38","3.076,93","-","2,24%"
"30.08.2011","3.073,00","3.034,54","3.087,15","3.009,53","-","1,19%"
"29.08.2011","3.036,81","2.963,05","3.044,41","2.963,05","-","2,55%"
"26.08.2011","2.961,29","2.944,53","2.981,19","2.884,14","-","0,57%"
"25.08.2011","2.944,53","2.951,43","3.007,68","2.913,35","-","-0,21%"
"24.08.2011","2.950,61","2.943,25","2.968,06","2.887,03","-","0,25%"
"23.08.2011","2.943,25","2.915,79","2.943,25","2.838,07","-","0,97%"
"22.08.2011","2.915,03","2.922,90","2.971,28","2.896,00","-","-0,25%"
"19.08.2011","2.922,29","2.982,66","2.984,39","2.913,92","-","-2,04%"
"18.08.2011","2.983,02","3.086,56","3.086,57","2.921,55","-","-3,35%"
"17.08.2011","3.086,56","3.014,28","3.086,56","3.008,13","-","2,41%"
"16.08.2011","3.013,97","3.020,42","3.020,54","2.951,26","-","-0,22%"
"15.08.2011","3.020,54","2.978,34","3.038,13","2.978,34","-","1,42%"
"12.08.2011","2.978,12","2.951,48","3.005,02","2.939,44","-","0,90%"
"11.08.2011","2.951,45","2.878,56","2.973,35","2.878,22","-","2,55%"
"10.08.2011","2.878,10","2.903,72","2.920,64","2.817,93","-","-0,88%"
"09.08.2011","2.903,76","2.757,42","2.903,76","2.757,34","-","5,30%"
"08.08.2011","2.757,51","2.989,26","2.989,26","2.708,35","-","-7,77%"
"05.08.2011","2.989,75","2.959,42","3.032,95","2.883,48","-","1,10%"
"04.08.2011","2.957,23","3.074,76","3.074,98","2.906,98","-","-3,89%"
"03.08.2011","3.076,93","3.129,81","3.133,21","3.054,14","-","-1,69%"
"02.08.2011","3.129,71","3.235,72","3.235,72","3.114,67","-","-3,33%"
"01.08.2011","3.237,39","3.238,71","3.286,34","3.201,88","-","-0,04%"
"29.07.2011","3.238,71","3.197,00","3.248,02","3.156,47","-","1,29%"
"28.07.2011","3.197,51","3.170,61","3.224,34","3.169,36","-","0,85%"
"27.07.2011","3.170,57","3.250,39","3.250,39","3.161,92","-","-2,46%"
"26.07.2011","3.250,45","3.277,29","3.279,25","3.228,72","-","-0,81%"
"25.07.2011","3.277,11","3.318,79","3.318,79","3.249,92","-","-1,26%"
"22.07.2011","3.318,80","3.313,58","3.348,69","3.312,03","-","0,18%"
"21.07.2011","3.312,89","3.251,01","3.337,18","3.250,69","-","1,91%"
"20.07.2011","3.250,69","3.224,11","3.276,26","3.224,11","-","0,82%"
"19.07.2011","3.224,21","3.177,30","3.235,96","3.177,30","-","1,48%"
"18.07.2011","3.177,30","3.229,21","3.229,21","3.161,52","-","-1,62%"
"15.07.2011","3.229,52","3.234,27","3.277,65","3.213,67","-","-0,17%"
"14.07.2011","3.234,89","3.307,18","3.314,71","3.211,41","-","-2,20%"
"13.07.2011","3.307,63","3.258,54","3.347,36","3.258,54","-","1,51%"
"12.07.2011","3.258,54","3.314,53","3.336,75","3.257,60","-","-1,72%"
"11.07.2011","3.315,40","3.413,57","3.415,11","3.298,03","-","-2,88%"
"08.07.2011","3.413,73","3.469,98","3.469,98","3.406,32","-","-1,62%"
