"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"14.07.2017","7.184,36","7.156,81","7.203,88","7.148,65","-","0,39%"
"13.07.2017","7.156,65","7.087,53","7.175,05","7.086,72","-","0,99%"
"12.07.2017","7.086,42","6.954,91","7.098,23","6.942,51","-","1,94%"
"11.07.2017","6.951,74","6.838,09","6.955,43","6.823,02","-","1,65%"
"10.07.2017","6.838,57","6.782,40","6.855,23","6.780,36","-","0,88%"
"07.07.2017","6.779,23","6.807,80","6.862,56","6.748,04","-","-0,42%"
"06.07.2017","6.807,80","6.894,92","6.898,26","6.792,56","-","-1,25%"
"05.07.2017","6.894,19","6.895,69","6.930,96","6.832,37","-","-0,04%"
"04.07.2017","6.897,13","6.898,30","6.921,64","6.871,10","-","-0,08%"
"03.07.2017","6.902,79","6.867,89","6.918,75","6.854,12","-","0,53%"
"30.06.2017","6.866,06","6.794,60","6.877,78","6.794,60","-","1,04%"
"29.06.2017","6.795,39","6.747,42","6.799,18","6.719,57","-","0,66%"
"28.06.2017","6.750,59","6.719,85","6.759,55","6.666,41","-","0,51%"
"27.06.2017","6.716,42","6.814,08","6.814,08","6.698,64","-","-1,42%"
"26.06.2017","6.813,36","6.616,17","6.822,77","6.616,17","-","3,00%"
"23.06.2017","6.615,03","6.655,61","6.680,70","6.614,97","-","-0,61%"
"22.06.2017","6.655,61","6.629,80","6.671,95","6.602,64","-","0,38%"
"21.06.2017","6.630,70","6.621,75","6.677,65","6.596,15","-","0,14%"
"20.06.2017","6.621,66","6.782,23","6.782,23","6.617,32","-","-2,37%"
"19.06.2017","6.782,23","6.743,39","6.818,55","6.739,94","-","0,53%"
"16.06.2017","6.746,56","6.735,07","6.757,19","6.683,86","-","0,09%"
"14.06.2017","6.740,35","6.649,26","6.790,84","6.649,26","-","1,38%"
"13.06.2017","6.648,63","6.623,13","6.683,16","6.614,98","-","0,43%"
"12.06.2017","6.620,39","6.672,74","6.676,53","6.544,15","-","-0,80%"
"09.06.2017","6.673,98","6.762,49","6.805,17","6.663,17","-","-1,31%"
"08.06.2017","6.762,59","6.822,22","6.823,81","6.722,77","-","-0,92%"
"07.06.2017","6.825,07","6.745,59","6.851,49","6.745,59","-","1,18%"
"06.06.2017","6.745,50","6.694,59","6.788,37","6.661,90","-","0,78%"
"05.06.2017","6.693,15","6.710,14","6.763,16","6.653,42","-","-0,29%"
"02.06.2017","6.712,42","6.688,35","6.757,19","6.685,41","-","0,36%"
"01.06.2017","6.688,09","6.733,53","6.806,81","6.664,19","-","-0,67%"
"31.05.2017","6.733,49","6.862,05","6.883,69","6.733,21","-","-1,87%"
"30.05.2017","6.862,05","6.812,78","6.868,93","6.811,16","-","0,72%"
"29.05.2017","6.812,78","6.859,09","6.859,09","6.770,31","-","-0,75%"
"26.05.2017","6.864,56","6.701,78","6.873,76","6.701,51","-","2,42%"
"25.05.2017","6.702,09","6.764,65","6.836,36","6.654,81","-","-0,95%"
"24.05.2017","6.766,24","6.696,16","6.908,26","6.694,76","-","1,07%"
"23.05.2017","6.694,52","6.600,78","6.725,54","6.595,06","-","1,57%"
"22.05.2017","6.591,22","6.751,31","6.751,34","6.470,97","-","-2,38%"
"19.05.2017","6.751,78","6.609,09","6.877,27","6.609,09","-","2,16%"
"18.05.2017","6.608,95","7.249,44","7.249,44","6.318,61","-","-11,56%"
"17.05.2017","7.472,46","7.609,83","7.609,83","7.408,98","-","-1,85%"
"16.05.2017","7.612,93","7.603,48","7.625,11","7.541,92","-","0,13%"
"15.05.2017","7.603,41","7.615,65","7.631,24","7.557,82","-","-0,16%"
"12.05.2017","7.615,65","7.523,38","7.616,31","7.523,38","-","1,23%"
"11.05.2017","7.523,38","7.442,55","7.548,48","7.442,55","-","1,09%"
"10.05.2017","7.442,55","7.340,81","7.468,16","7.340,81","-","1,39%"
"09.05.2017","7.340,49","7.292,13","7.378,94","7.290,39","-","0,67%"
"08.05.2017","7.291,34","7.306,51","7.360,16","7.267,11","-","-0,21%"
"05.05.2017","7.306,51","7.208,53","7.310,99","7.208,53","-","1,39%"
"04.05.2017","7.206,11","7.363,11","7.369,04","7.196,42","-","-2,11%"
"03.05.2017","7.361,73","7.452,60","7.458,45","7.320,86","-","-1,22%"
"02.05.2017","7.452,40","7.286,25","7.465,39","7.286,25","-","2,28%"
"28.04.2017","7.286,25","7.240,04","7.286,27","7.197,01","-","0,60%"
"27.04.2017","7.242,59","7.182,85","7.294,28","7.182,85","-","0,84%"
"26.04.2017","7.182,25","7.183,18","7.234,00","7.145,83","-","-0,01%"
"25.04.2017","7.182,66","7.139,81","7.184,18","7.072,61","-","0,58%"
"24.04.2017","7.141,36","7.038,44","7.188,53","7.038,44","-","1,47%"
"20.04.2017","7.038,05","7.080,57","7.143,66","7.007,32","-","-0,60%"
"19.04.2017","7.080,57","7.191,23","7.221,31","7.059,36","-","-1,48%"
"18.04.2017","7.186,60","7.166,14","7.244,01","7.097,68","-","0,28%"
"17.04.2017","7.166,23","6.899,68","7.180,59","6.899,68","-","3,88%"
"13.04.2017","6.898,49","7.074,16","7.074,40","6.898,49","-","-2,48%"
"12.04.2017","7.073,85","7.114,08","7.147,73","7.056,93","-","-0,57%"
"11.04.2017","7.114,09","7.116,35","7.181,82","7.017,47","-","-0,03%"
"10.04.2017","7.116,15","7.122,38","7.161,90","7.052,31","-","-0,09%"
"07.04.2017","7.122,90","7.070,57","7.205,59","7.059,97","-","0,63%"
"06.04.2017","7.078,46","7.182,41","7.182,45","7.022,97","-","-1,45%"
"05.04.2017","7.182,41","7.318,94","7.348,48","7.145,48","-","-1,86%"
"04.04.2017","7.318,64","7.251,44","7.320,80","7.221,48","-","0,92%"
"03.04.2017","7.251,73","7.180,34","7.263,61","7.180,34","-","1,01%"
"31.03.2017","7.178,88","7.247,13","7.259,93","7.178,88","-","-0,94%"
"30.03.2017","7.246,67","7.284,07","7.319,76","7.226,55","-","-0,51%"
"29.03.2017","7.284,03","7.160,95","7.292,51","7.142,25","-","1,72%"
"28.03.2017","7.160,91","7.181,21","7.183,56","7.107,19","-","-0,28%"
"27.03.2017","7.181,11","7.151,28","7.181,11","7.064,07","-","0,40%"
"24.03.2017","7.152,79","7.096,16","7.164,10","7.081,24","-","0,80%"
"23.03.2017","7.096,04","7.099,90","7.147,53","7.025,30","-","-0,05%"
"22.03.2017","7.099,92","7.004,98","7.164,76","6.953,89","-","1,35%"
"21.03.2017","7.005,07","7.154,26","7.174,22","6.943,53","-","-2,09%"
"20.03.2017","7.154,64","7.113,20","7.202,96","7.068,87","-","0,57%"
"17.03.2017","7.113,90","7.266,34","7.321,11","7.107,09","-","-2,09%"
"16.03.2017","7.266,11","7.336,47","7.357,82","7.233,51","-","-0,96%"
"15.03.2017","7.336,20","7.220,28","7.363,79","7.168,78","-","1,60%"
"14.03.2017","7.220,36","7.272,72","7.331,66","7.220,36","-","-0,73%"
"13.03.2017","7.273,78","7.196,90","7.294,84","7.196,10","-","1,08%"
"10.03.2017","7.195,72","7.171,07","7.324,37","7.171,03","-","0,35%"
"09.03.2017","7.170,90","7.206,05","7.238,49","7.133,02","-","-0,49%"
"08.03.2017","7.206,20","7.312,05","7.316,69","7.161,20","-","-1,43%"
"07.03.2017","7.310,54","7.408,55","7.417,63","7.297,99","-","-1,29%"
"06.03.2017","7.405,99","7.430,63","7.437,52","7.357,61","-","-0,31%"
"03.03.2017","7.429,12","7.271,25","7.432,93","7.271,25","-","2,16%"
"02.03.2017","7.271,70","7.332,65","7.332,65","7.234,30","-","-0,86%"
"01.03.2017","7.334,45","7.328,08","7.440,25","7.328,08","-","0,09%"
"24.02.2017","7.328,03","7.426,05","7.426,09","7.294,00","-","-1,34%"
"23.02.2017","7.427,42","7.544,26","7.638,64","7.401,59","-","-1,55%"
"22.02.2017","7.544,11","7.535,13","7.549,98","7.481,68","-","0,12%"
"21.02.2017","7.535,44","7.385,32","7.535,65","7.385,32","-","2,03%"
"20.02.2017","7.385,33","7.364,96","7.413,27","7.344,90","-","0,28%"
"17.02.2017","7.364,96","7.346,64","7.379,20","7.267,88","-","0,10%"
"16.02.2017","7.357,40","7.348,92","7.459,47","7.307,17","-","0,12%"
"15.02.2017","7.348,91","7.139,54","7.349,01","7.139,54","-","3,02%"
"14.02.2017","7.133,64","7.170,39","7.170,39","7.092,32","-","-0,49%"
"13.02.2017","7.169,03","7.130,43","7.177,69","7.098,23","-","0,54%"
"10.02.2017","7.130,43","7.072,24","7.152,11","7.059,11","-","0,82%"
"09.02.2017","7.072,67","7.048,17","7.122,00","7.018,98","-","0,35%"
"08.02.2017","7.048,03","6.968,67","7.048,03","6.908,13","-","1,17%"
"07.02.2017","6.966,22","6.902,61","7.034,95","6.902,61","-","0,92%"
"06.02.2017","6.902,59","6.978,09","7.039,85","6.888,15","-","-1,08%"
"03.02.2017","6.977,74","6.889,29","7.041,24","6.866,84","-","1,28%"
"02.02.2017","6.889,57","6.940,05","6.940,05","6.786,90","-","-0,73%"
"01.02.2017","6.940,06","6.927,40","7.015,70","6.926,81","-","0,18%"
"31.01.2017","6.927,44","6.885,92","6.935,16","6.851,13","-","0,63%"
"30.01.2017","6.884,19","7.017,92","7.017,92","6.849,71","-","-1,91%"
"27.01.2017","7.017,92","7.014,86","7.049,36","6.980,85","-","0,07%"
"26.01.2017","7.013,18","6.847,78","7.022,38","6.847,78","-","2,42%"
"24.01.2017","6.847,19","6.885,82","6.903,59","6.797,21","-","-0,56%"
"23.01.2017","6.885,82","6.712,89","6.890,25","6.708,53","-","2,57%"
"20.01.2017","6.713,08","6.681,61","6.753,01","6.676,70","-","0,47%"
"19.01.2017","6.681,61","6.691,96","6.730,64","6.636,90","-","-0,18%"
"18.01.2017","6.693,54","6.757,26","6.777,46","6.681,55","-","-0,94%"
"17.01.2017","6.757,26","6.645,11","6.776,06","6.628,07","-","1,67%"
"16.01.2017","6.646,57","6.651,65","6.679,84","6.616,99","-","-0,06%"
"13.01.2017","6.650,62","6.730,73","6.746,41","6.624,16","-","-1,19%"
"12.01.2017","6.730,92","6.606,05","6.808,49","6.606,05","-","1,91%"
"11.01.2017","6.604,82","6.595,13","6.654,36","6.536,72","-","0,15%"
"10.01.2017","6.595,07","6.599,27","6.650,56","6.567,40","-","-0,03%"
"09.01.2017","6.596,74","6.593,81","6.633,92","6.515,81","-","0,04%"
"06.01.2017","6.593,81","6.584,02","6.604,50","6.543,99","-","0,16%"
"05.01.2017","6.583,44","6.572,09","6.631,95","6.518,49","-","0,19%"
"04.01.2017","6.571,27","6.539,62","6.578,94","6.502,86","-","0,47%"
"03.01.2017","6.540,72","6.304,14","6.544,68","6.304,14","-","3,93%"
"02.01.2017","6.293,43","6.362,33","6.362,33","6.277,59","-","-1,16%"
"29.12.2016","6.367,49","6.287,89","6.367,49","6.240,57","-","1,27%"
"28.12.2016","6.287,89","6.143,37","6.299,23","6.143,37","-","2,30%"
"27.12.2016","6.146,51","6.164,24","6.201,25","6.116,26","-","-0,25%"
"26.12.2016","6.161,74","6.095,22","6.178,27","6.095,22","-","1,11%"
"23.12.2016","6.093,88","5.984,78","6.123,25","5.984,78","-","1,82%"
"22.12.2016","5.984,78","5.974,12","5.987,08","5.919,23","-","0,18%"
"21.12.2016","5.974,12","5.980,06","6.015,14","5.929,72","-","-0,10%"
"20.12.2016","5.979,92","5.877,37","6.031,42","5.877,37","-","1,74%"
"19.12.2016","5.877,37","5.977,34","6.015,17","5.870,89","-","-1,67%"
"16.12.2016","5.977,23","5.935,49","6.065,71","5.934,41","-","0,74%"
"15.12.2016","5.933,55","5.938,88","5.984,65","5.885,97","-","-0,09%"
"14.12.2016","5.939,03","6.018,75","6.055,00","5.939,03","-","-1,41%"
"13.12.2016","6.023,67","5.980,11","6.105,91","5.968,52","-","0,73%"
"12.12.2016","5.980,03","6.200,20","6.200,20","5.966,03","-","-3,55%"
"09.12.2016","6.200,16","6.205,75","6.261,21","6.181,18","-","-0,02%"
"08.12.2016","6.201,48","6.244,10","6.306,17","6.180,43","-","-0,68%"
"07.12.2016","6.243,96","6.228,10","6.304,16","6.208,19","-","0,33%"
"06.12.2016","6.223,37","6.142,27","6.268,93","6.071,65","-","1,32%"
"05.12.2016","6.142,38","6.201,80","6.223,92","6.118,24","-","-0,96%"
"02.12.2016","6.201,69","6.141,62","6.228,00","6.028,02","-","0,93%"
"01.12.2016","6.144,40","6.465,84","6.465,84","6.105,89","-","-4,97%"
"30.11.2016","6.465,93","6.367,66","6.531,14","6.367,66","-","1,55%"
"29.11.2016","6.367,18","6.514,15","6.514,15","6.367,18","-","-2,26%"
"28.11.2016","6.514,45","6.400,11","6.529,91","6.365,31","-","1,79%"
"25.11.2016","6.400,17","6.408,01","6.411,46","6.306,75","-","-0,12%"
"24.11.2016","6.408,10","6.482,66","6.491,62","6.401,77","-","-1,15%"
"23.11.2016","6.482,66","6.513,55","6.514,56","6.429,42","-","-0,47%"
"22.11.2016","6.513,16","6.449,09","6.603,28","6.449,09","-","0,99%"
"21.11.2016","6.449,05","6.375,35","6.484,56","6.375,35","-","1,16%"
"18.11.2016","6.375,01","6.297,60","6.414,13","6.291,30","-","1,22%"
"17.11.2016","6.298,27","6.439,74","6.507,97","6.288,62","-","-2,19%"
"16.11.2016","6.439,40","6.246,15","6.460,10","6.246,15","-","3,10%"
"14.11.2016","6.245,84","6.234,21","6.314,00","6.130,07","-","0,12%"
"11.11.2016","6.238,25","6.370,39","6.415,23","6.140,06","-","-2,07%"
"10.11.2016","6.370,39","6.734,38","6.755,52","6.313,22","-","-5,40%"
"09.11.2016","6.734,14","6.912,22","6.912,22","6.638,88","-","-2,58%"
"08.11.2016","6.912,67","6.905,08","6.979,69","6.831,54","-","0,11%"
"07.11.2016","6.904,85","6.677,28","6.924,56","6.677,28","-","3,44%"
"04.11.2016","6.675,51","6.653,85","6.786,29","6.614,38","-","0,31%"
"03.11.2016","6.655,01","6.821,22","6.865,85","6.654,72","-","-2,46%"
"01.11.2016","6.823,17","7.009,21","7.036,03","6.803,33","-","-2,65%"
"31.10.2016","7.009,21","6.819,46","7.019,66","6.819,46","-","2,80%"
"28.10.2016","6.818,45","6.823,30","6.862,36","6.734,38","-","-0,08%"
"27.10.2016","6.823,76","6.701,43","6.857,42","6.701,43","-","1,79%"
"26.10.2016","6.703,83","6.710,92","6.748,93","6.653,83","-","-0,13%"
"25.10.2016","6.712,30","6.765,45","6.778,49","6.648,96","-","-0,80%"
"24.10.2016","6.766,22","6.809,06","6.853,29","6.751,09","-","-0,56%"
"21.10.2016","6.804,34","6.824,93","6.843,13","6.761,10","-","-0,30%"
"20.10.2016","6.824,90","6.757,12","6.839,65","6.681,18","-","0,96%"
"19.10.2016","6.759,98","6.800,43","6.830,20","6.728,35","-","-0,59%"
"18.10.2016","6.800,43","6.688,51","6.810,86","6.657,54","-","1,69%"
"17.10.2016","6.687,13","6.574,42","6.687,13","6.564,88","-","1,74%"
"14.10.2016","6.573,04","6.511,66","6.597,70","6.511,66","-","0,98%"
"13.10.2016","6.508,94","6.455,76","6.535,14","6.386,39","-","0,82%"
"11.10.2016","6.455,80","6.527,18","6.527,39","6.447,63","-","-1,09%"
"10.10.2016","6.526,80","6.482,51","6.551,95","6.482,51","-","0,72%"
"07.10.2016","6.480,29","6.402,01","6.491,74","6.401,71","-","1,26%"
"06.10.2016","6.399,53","6.359,67","6.409,94","6.336,35","-","0,63%"
"05.10.2016","6.359,67","6.299,23","6.399,29","6.299,23","-","0,96%"
"04.10.2016","6.298,94","6.284,21","6.309,11","6.251,27","-","0,23%"
"03.10.2016","6.284,25","6.143,07","6.293,52","6.143,07","-","2,30%"
"30.09.2016","6.143,08","6.139,86","6.206,46","6.121,58","-","0,05%"
"29.09.2016","6.140,19","6.265,30","6.293,36","6.140,19","-","-1,99%"
"28.09.2016","6.264,93","6.208,83","6.278,26","6.174,85","-","0,91%"
"27.09.2016","6.208,72","6.143,36","6.224,54","6.080,78","-","1,07%"
"26.09.2016","6.143,10","6.215,08","6.215,08","6.123,18","-","-1,15%"
"23.09.2016","6.214,77","6.253,74","6.257,69","6.172,37","-","-0,61%"
"22.09.2016","6.252,96","6.179,93","6.298,89","6.179,74","-","1,18%"
"21.09.2016","6.179,78","6.124,06","6.201,81","6.046,80","-","0,93%"
"20.09.2016","6.123,14","6.085,51","6.145,58","6.084,99","-","0,69%"
"19.09.2016","6.081,39","6.054,19","6.164,52","6.054,19","-","0,45%"
"16.09.2016","6.054,16","6.143,01","6.143,01","6.012,54","-","-1,45%"
"15.09.2016","6.143,03","6.015,71","6.166,35","6.015,10","-","2,12%"
"14.09.2016","6.015,26","5.995,18","6.040,54","5.981,64","-","0,33%"
"13.09.2016","5.995,22","6.150,73","6.150,73","5.943,99","-","-2,53%"
"12.09.2016","6.150,73","6.104,24","6.155,94","6.045,36","-","0,76%"
"09.09.2016","6.104,50","6.356,34","6.356,34","6.092,31","-","-4,03%"
"08.09.2016","6.360,76","6.383,64","6.383,64","6.331,94","-","-0,36%"
"06.09.2016","6.383,81","6.323,63","6.383,81","6.286,52","-","0,96%"
"05.09.2016","6.323,19","6.341,79","6.379,97","6.288,35","-","-0,24%"
"02.09.2016","6.338,10","6.202,65","6.349,31","6.202,65","-","2,18%"
"01.09.2016","6.202,73","6.220,23","6.249,76","6.168,48","-","-0,28%"
"31.08.2016","6.220,22","6.294,61","6.355,31","6.167,58","-","-1,16%"
"30.08.2016","6.293,00","6.267,94","6.303,76","6.220,07","-","0,40%"
"29.08.2016","6.267,92","6.167,12","6.306,57","6.149,60","-","1,64%"
"26.08.2016","6.166,86","6.141,47","6.253,08","6.106,58","-","0,40%"
"25.08.2016","6.142,32","6.136,89","6.181,65","6.124,55","-","0,09%"
"24.08.2016","6.136,89","6.143,50","6.185,09","6.075,27","-","-0,18%"
"23.08.2016","6.147,67","6.152,06","6.228,89","6.140,53","-","-0,07%"
"22.08.2016","6.152,07","6.282,43","6.283,44","6.133,13","-","-2,14%"
"19.08.2016","6.286,60","6.320,61","6.320,61","6.217,06","-","-0,54%"
"18.08.2016","6.320,61","6.346,50","6.346,61","6.268,10","-","-0,41%"
"17.08.2016","6.346,43","6.282,93","6.346,43","6.196,13","-","0,97%"
"16.08.2016","6.285,20","6.354,09","6.354,26","6.254,07","-","-1,09%"
"15.08.2016","6.354,41","6.306,42","6.374,36","6.305,14","-","0,77%"
"12.08.2016","6.306,09","6.280,35","6.337,91","6.258,47","-","0,41%"
"11.08.2016","6.280,35","6.110,85","6.284,13","6.110,58","-","2,77%"
"10.08.2016","6.110,82","6.183,88","6.229,51","6.073,25","-","-1,18%"
"09.08.2016","6.183,56","6.169,98","6.251,58","6.169,76","-","0,27%"
"08.08.2016","6.166,87","6.224,84","6.224,84","6.149,68","-","-0,93%"
"05.08.2016","6.224,84","6.219,62","6.267,89","6.154,72","-","0,17%"
"04.08.2016","6.214,15","6.122,32","6.275,81","6.118,99","-","1,50%"
"03.08.2016","6.122,29","6.015,34","6.124,68","5.975,49","-","1,77%"
"02.08.2016","6.015,58","6.096,45","6.119,73","5.980,58","-","-1,33%"
"01.08.2016","6.096,49","6.116,40","6.194,81","6.080,70","-","-0,32%"
"29.07.2016","6.116,25","6.000,42","6.139,57","5.986,43","-","1,92%"
"28.07.2016","6.001,27","6.076,18","6.076,32","5.938,09","-","-1,23%"
"27.07.2016","6.076,29","6.079,13","6.152,07","6.068,85","-","-0,04%"
"26.07.2016","6.078,57","6.113,12","6.159,73","6.078,51","-","-0,57%"
"25.07.2016","6.113,47","6.124,60","6.158,79","6.056,59","-","-0,18%"
"22.07.2016","6.124,63","6.106,77","6.153,53","6.085,26","-","0,29%"
"21.07.2016","6.106,77","6.162,59","6.185,04","6.034,72","-","-0,91%"
"20.07.2016","6.162,59","6.162,19","6.213,24","6.108,89","-","0,00%"
"19.07.2016","6.162,30","6.133,16","6.163,03","6.093,95","-","0,46%"
"18.07.2016","6.133,87","6.030,06","6.135,03","6.018,57","-","1,70%"
"15.07.2016","6.031,38","6.011,43","6.049,43","5.985,73","-","0,32%"
"14.07.2016","6.012,10","5.829,32","6.022,80","5.829,32","-","3,14%"
"13.07.2016","5.829,32","5.743,89","5.836,97","5.713,58","-","1,49%"
"12.07.2016","5.743,89","5.764,77","5.834,62","5.728,56","-","-0,36%"
"11.07.2016","5.764,91","5.692,43","5.781,31","5.692,43","-","1,28%"
"08.07.2016","5.692,03","5.547,73","5.697,02","5.547,73","-","2,60%"
"07.07.2016","5.547,77","5.511,46","5.609,88","5.511,46","-","0,66%"
"06.07.2016","5.511,47","5.527,13","5.527,13","5.417,72","-","-0,29%"
"05.07.2016","5.527,24","5.572,18","5.572,54","5.477,97","-","-0,83%"
"04.07.2016","5.573,40","5.565,94","5.616,62","5.557,08","-","0,13%"
"01.07.2016","5.565,99","5.540,90","5.581,69","5.502,33","-","0,54%"
"30.06.2016","5.536,22","5.426,35","5.548,64","5.408,35","-","1,98%"
"29.06.2016","5.428,47","5.325,96","5.451,60","5.325,96","-","1,93%"
"28.06.2016","5.325,89","5.218,29","5.335,93","5.218,29","-","2,20%"
"27.06.2016","5.211,26","5.327,85","5.344,36","5.188,62","-","-2,18%"
"24.06.2016","5.327,66","5.452,09","5.452,61","5.255,43","-","-2,32%"
"23.06.2016","5.454,33","5.314,19","5.472,80","5.314,19","-","2,64%"
"22.06.2016","5.314,08","5.369,56","5.426,26","5.290,57","-","-1,03%"
"21.06.2016","5.369,13","5.346,10","5.378,55","5.260,94","-","0,41%"
"20.06.2016","5.347,27","5.246,11","5.398,37","5.246,08","-","1,93%"
"17.06.2016","5.245,94","5.271,75","5.353,72","5.235,05","-","-0,49%"
"16.06.2016","5.271,65","5.207,41","5.287,32","5.113,51","-","1,23%"
"15.06.2016","5.207,41","5.178,56","5.257,16","5.134,32","-","0,56%"
"14.06.2016","5.178,56","5.258,51","5.300,34","5.120,29","-","-1,52%"
"13.06.2016","5.258,35","5.236,70","5.271,61","5.168,70","-","0,41%"
"10.06.2016","5.236,70","5.445,49","5.445,49","5.236,57","-","-3,85%"
"09.06.2016","5.446,62","5.448,61","5.473,16","5.386,42","-","-0,04%"
"08.06.2016","5.448,61","5.331,30","5.479,68","5.331,30","-","2,22%"
"07.06.2016","5.330,50","5.308,91","5.346,50","5.265,64","-","0,35%"
"06.06.2016","5.311,67","5.353,81","5.375,45","5.276,74","-","-0,78%"
"03.06.2016","5.353,59","5.296,42","5.380,28","5.296,42","-","1,09%"
"02.06.2016","5.295,67","5.226,09","5.307,78","5.180,67","-","1,33%"
"01.06.2016","5.226,26","5.170,01","5.230,86","5.136,87","-","1,08%"
"31.05.2016","5.170,20","5.250,48","5.288,77","5.105,43","-","-1,54%"
"30.05.2016","5.250,83","5.266,05","5.278,33","5.239,09","-","-0,29%"
"27.05.2016","5.266,00","5.297,90","5.329,89","5.238,34","-","-0,59%"
"25.05.2016","5.297,24","5.292,80","5.389,53","5.274,80","-","0,09%"
"24.05.2016","5.292,65","5.306,91","5.402,44","5.267,30","-","-0,27%"
"23.05.2016","5.306,86","5.317,00","5.342,23","5.206,29","-","-0,28%"
"20.05.2016","5.321,78","5.398,29","5.455,38","5.321,78","-","-1,37%"
"19.05.2016","5.395,85","5.430,40","5.430,50","5.335,01","-","-0,64%"
"18.05.2016","5.430,54","5.424,44","5.522,05","5.361,62","-","0,12%"
"17.05.2016","5.424,26","5.598,27","5.616,52","5.414,47","-","-3,11%"
"16.05.2016","5.598,16","5.660,18","5.674,22","5.598,16","-","-1,12%"
"13.05.2016","5.661,45","5.827,84","5.827,84","5.589,53","-","-2,86%"
"12.05.2016","5.827,84","5.753,99","5.866,29","5.702,46","-","1,29%"
"11.05.2016","5.753,67","5.781,21","5.908,51","5.736,06","-","-0,47%"
"10.05.2016","5.780,56","5.536,10","5.780,56","5.536,10","-","4,42%"
"09.05.2016","5.535,66","5.515,65","5.556,89","5.354,13","-","0,14%"
"06.05.2016","5.527,69","5.528,17","5.580,60","5.462,03","-","-0,02%"
"05.05.2016","5.529,01","5.618,82","5.681,71","5.482,19","-","-1,60%"
"04.05.2016","5.618,64","5.523,78","5.625,34","5.512,12","-","1,68%"
"03.05.2016","5.525,66","5.684,93","5.684,93","5.525,66","-","-2,81%"
"02.05.2016","5.685,30","5.775,14","5.796,15","5.666,50","-","-1,55%"
"29.04.2016","5.775,09","5.849,00","5.877,09","5.729,43","-","-1,12%"
"28.04.2016","5.840,31","5.887,28","5.913,59","5.779,64","-","-0,81%"
"27.04.2016","5.888,16","5.719,47","5.899,01","5.719,47","-","2,95%"
"26.04.2016","5.719,32","5.573,75","5.723,73","5.562,78","-","2,61%"
"25.04.2016","5.573,69","5.703,11","5.703,11","5.556,22","-","-2,27%"
"22.04.2016","5.703,11","5.765,41","5.765,41","5.644,85","-","-1,09%"
"20.04.2016","5.765,99","5.798,92","5.798,92","5.709,55","-","-0,57%"
"19.04.2016","5.799,20","5.776,15","5.855,84","5.776,15","-","0,41%"
"18.04.2016","5.775,72","5.826,62","5.827,25","5.693,85","-","-0,87%"
"15.04.2016","5.826,62","5.779,26","5.864,15","5.779,01","-","0,84%"
"14.04.2016","5.778,08","5.859,14","5.926,90","5.750,43","-","-1,34%"
"13.04.2016","5.856,70","5.754,71","5.910,59","5.754,71","-","1,78%"
"12.04.2016","5.754,40","5.565,97","5.789,04","5.565,48","-","3,39%"
"11.04.2016","5.565,81","5.555,01","5.680,36","5.552,54","-","0,21%"
"08.04.2016","5.554,34","5.267,56","5.584,46","5.267,56","-","5,48%"
"07.04.2016","5.265,90","5.193,51","5.286,35","5.193,40","-","1,43%"
"06.04.2016","5.191,75","5.320,01","5.320,01","5.162,84","-","-2,38%"
"05.04.2016","5.318,41","5.298,89","5.399,99","5.195,96","-","0,37%"
"04.04.2016","5.298,93","5.458,08","5.458,08","5.269,51","-","-2,92%"
"01.04.2016","5.458,08","5.387,19","5.470,64","5.300,13","-","1,29%"
"31.03.2016","5.388,76","5.541,35","5.541,35","5.337,43","-","-2,76%"
"30.03.2016","5.541,50","5.550,08","5.639,61","5.496,15","-","-0,15%"
"29.03.2016","5.550,08","5.488,42","5.594,82","5.405,79","-","1,13%"
"28.03.2016","5.488,20","5.291,54","5.519,10","5.291,54","-","3,72%"
"24.03.2016","5.291,28","5.352,73","5.352,73","5.239,97","-","-1,15%"
"23.03.2016","5.352,92","5.496,31","5.501,54","5.311,99","-","-2,64%"
"22.03.2016","5.498,29","5.593,86","5.593,86","5.492,45","-","-1,71%"
"21.03.2016","5.593,82","5.547,86","5.603,42","5.523,33","-","0,82%"
"18.03.2016","5.548,06","5.588,97","5.622,83","5.472,11","-","-0,73%"
"17.03.2016","5.588,94","5.093,10","5.638,18","5.093,10","-","9,75%"
"16.03.2016","5.092,22","5.122,81","5.122,81","4.941,16","-","-0,62%"
"15.03.2016","5.124,23","5.453,03","5.453,05","5.105,92","-","-6,04%"
"14.03.2016","5.453,49","5.520,08","5.612,97","5.442,86","-","-1,20%"
"11.03.2016","5.520,00","5.459,70","5.549,18","5.402,00","-","1,09%"
"10.03.2016","5.460,32","5.269,33","5.529,23","5.248,02","-","3,68%"
"09.03.2016","5.266,60","5.335,44","5.436,91","5.265,00","-","-1,26%"
"08.03.2016","5.333,97","5.210,49","5.367,11","5.178,10","-","2,37%"
"07.03.2016","5.210,49","5.296,75","5.298,04","5.132,55","-","-1,63%"
"04.03.2016","5.296,84","4.992,12","5.421,59","4.992,12","-","6,11%"
"03.03.2016","4.991,92","4.654,55","5.010,65","4.654,55","-","7,25%"
"02.03.2016","4.654,33","4.546,16","4.657,35","4.531,88","-","2,39%"
"01.03.2016","4.545,83","4.369,27","4.547,88","4.369,27","-","4,05%"
"29.02.2016","4.369,01","4.252,09","4.388,73","4.252,09","-","2,75%"
