Date,High,Low,Open,Close,Volume,Adj Close
2013-09-12,53.540000915527344,53.11000061035156,53.540000915527344,53.43000030517578,56200.0,53.43000030517578
2013-09-16,54.279998779296875,54.150001525878906,54.279998779296875,54.150001525878906,940.0,54.150001525878906
2013-09-17,54.2400016784668,54.099998474121094,54.099998474121094,54.2400016784668,210.0,54.2400016784668
2013-09-18,56.900001525878906,54.43000030517578,54.43000030517578,55.68000030517578,31800.0,55.68000030517578
2013-09-19,55.0,55.0,55.0,55.0,20.0,55.0
2013-09-20,54.43000030517578,53.88999938964844,54.400001525878906,54.43000030517578,300.0,54.43000030517578
2013-09-24,54.599998474121094,53.88999938964844,54.400001525878906,54.599998474121094,1380.0,54.599998474121094
2013-09-25,54.400001525878906,54.0,54.290000915527344,54.0,31200.0,54.0
2013-09-26,53.88999938964844,53.56999969482422,53.86000061035156,53.56999969482422,17390.0,53.56999969482422
2013-09-27,54.06999969482422,53.619998931884766,54.04999923706055,54.04999923706055,14200.0,54.04999923706055
2013-10-01,52.93000030517578,51.0,52.70000076293945,52.93000030517578,7610.0,52.93000030517578
2013-10-02,53.27000045776367,53.040000915527344,53.220001220703125,53.040000915527344,50000.0,53.040000915527344
2013-10-03,52.45000076293945,52.45000076293945,52.45000076293945,52.45000076293945,7000.0,52.45000076293945
2013-10-04,52.70000076293945,52.70000076293945,52.70000076293945,52.70000076293945,90.0,52.70000076293945
2013-10-07,52.599998474121094,52.59000015258789,52.599998474121094,52.599998474121094,2830.0,52.599998474121094
2013-10-09,52.630001068115234,52.630001068115234,52.630001068115234,52.630001068115234,20.0,52.630001068115234
2013-10-14,54.2599983215332,53.47999954223633,53.5,54.2599983215332,12840.0,54.2599983215332
2013-10-16,56.18000030517578,55.86000061035156,56.0,56.18000030517578,5570.0,56.18000030517578
2013-10-18,55.290000915527344,54.90999984741211,55.099998474121094,55.290000915527344,80730.0,55.290000915527344
2013-10-21,55.88999938964844,55.529998779296875,55.650001525878906,55.88999938964844,83530.0,55.88999938964844
2013-10-22,56.560001373291016,56.5,56.560001373291016,56.5,1030.0,56.5
2013-10-23,55.5,55.31999969482422,55.5,55.31999969482422,1200.0,55.31999969482422
2013-10-28,55.31999969482422,54.869998931884766,55.31999969482422,54.900001525878906,3000.0,54.900001525878906
