Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-12-21,1.7939605983263556,1.9042103826982313,1.7937497422336663,1.8863804340362549,74224,0.0,0.0
2000-12-22,1.8673889272388202,1.8673889272388202,1.7935375413735468,1.8046153783798218,23312,0.0,0.0
2000-12-25,1.8046153783798218,1.8046153783798218,1.8046153783798218,1.8046153783798218,0,0.0,0.0
2000-12-26,1.7946981554331698,1.8061978581715976,1.777712399180259,1.8040882349014282,7851,0.0,0.0
2000-12-27,1.8357380635546297,1.8652793169021604,1.804087946841332,1.8652793169021606,26996,0.0,0.0
2000-12-28,1.854729380038251,1.9939921761735457,1.8250831471574764,1.9517910480499268,77425,0.0,0.0
2000-12-29,1.9517910480499268,1.9517910480499268,1.9517910480499268,1.9517910480499268,0,0.0,0.0
2001-01-01,1.9517910480499268,1.9517910480499268,1.9517910480499268,1.9517910480499268,0,0.0,0.0
2001-01-02,1.851670898653288,1.8989357919706067,1.8515651667542463,1.8884912729263306,47010786,0.0,0.0
2001-01-03,1.8884909481607042,2.0045435366658753,1.8779405471181012,1.9624481201171875,67061636,0.0,0.0
2001-01-04,1.972786007092322,2.004542006376378,1.972786007092322,1.9939916133880615,82788266,0.0,0.0
2001-01-05,1.94124200009453,2.0572946042645377,1.94124200009453,2.0044379234313965,81568305,0.0,0.0
2001-01-08,1.9834418282985395,2.0045424672126186,1.9623411893844604,1.9623411893844604,32069280,0.0,0.0
2001-01-09,1.9834425416963037,2.0256436827896818,1.9623418951928169,1.9707825183868408,121066062,0.0,0.0
2001-01-10,1.9718371552337948,1.9939928422499043,1.9622368233951861,1.988717794418335,110207199,0.0,0.0
2001-01-11,2.003381691017922,2.004542006376378,1.9517904971753128,1.9939916133880615,61589928,0.0,0.0
2001-01-12,1.993991943094427,1.993991943094427,1.9412405770844348,1.9625520706176758,49788916,0.0,0.0
2001-01-15,1.9412405870644487,1.983441710472107,1.9412405870644487,1.983441710472107,7959945,0.0,0.0
2001-01-16,1.983441372313251,2.004542006376378,1.97289113123844,1.9939916133880615,26138577,0.0,0.0
2001-01-17,1.9939919218148476,2.025642801848482,1.9781664817980305,2.009817361831665,52977726,0.0,0.0
2001-01-18,2.0098186481324367,2.078394889831543,2.0098186481324367,2.078394889831543,141660459,0.0,0.0
2001-01-19,2.0782902122771763,2.1522467947873047,2.067845084802973,2.1205966472625732,112526333,0.0,0.0
2001-01-22,2.120595415975964,2.120595415975964,2.0330281800030026,2.046743392944336,39666861,0.0,0.0
2001-01-23,2.0467435014903206,2.0678439938106354,2.0278589725494385,2.0278589725494385,95181141,0.0,0.0
2001-01-24,2.057293764011839,2.057293764011839,1.971731781959534,1.9717317819595337,72183058,0.0,0.0
2001-01-25,1.971731781959534,1.971731781959534,1.971731781959534,1.9717317819595337,0,0.0,0.0
2001-01-26,1.9728924334254423,2.0467438658669703,1.972787309209938,2.025643825531006,105025383,0.0,0.0
2001-01-29,2.03619272960081,2.03619272960081,1.988716568807409,1.9939916133880615,78053367,0.0,0.0
2001-01-30,2.0150927107128878,2.0150927107128878,1.9623411893844604,1.9623411893844604,150043164,0.0,0.0
2001-01-31,1.9728917562402648,1.9781668024920243,1.9412408710754914,1.9676165580749512,106813049,0.0,0.0
2001-02-01,1.9908269464645056,1.9908269464645056,1.920245647680148,1.9306907653808594,58763483,0.0,0.0
2001-02-02,1.9306909140745052,1.9412405490875244,1.9043152314499037,1.9412405490875244,33832788,0.0,0.0
2001-02-05,1.9306923894112662,1.9306923894112662,1.8884912345812257,1.8937662839889526,11958036,0.0,0.0
2001-02-06,1.9095911285961167,1.9148663282394411,1.8990408812230646,1.914866328239441,36043213,0.0,0.0
2001-02-07,1.909484248229817,1.909484248229817,1.8673888640065064,1.8779391050338745,61444982,0.0,0.0
2001-02-08,1.897986707779437,1.957067912090568,1.897986707779437,1.930481195449829,54137293,0.0,0.0
2001-02-09,1.9412409849905714,1.9412409849905714,1.8990404605865479,1.8990404605865479,36622997,0.0,0.0
2001-02-12,1.8992511296981358,1.910118113443682,1.8990402736934553,1.90431547164917,37589303,0.0,0.0
2001-02-13,1.9201403716127425,1.9306907653808594,1.9201403716127425,1.9306907653808594,127214184,0.0,0.0
2001-02-14,1.9201414069599139,1.9834425883927034,1.8990409118732512,1.9570668935775757,92101040,0.0,0.0
2001-02-15,1.9623419413924417,1.972892340849372,1.9570668935775755,1.9570668935775757,34472966,0.0,0.0
2001-02-16,1.9623424775497917,1.9623424775497917,1.834685191773196,1.8573678731918335,60526992,0.0,0.0
2001-02-19,1.8990399576491193,1.8990399576491193,1.8462884426116943,1.8462884426116943,45694194,0.0,0.0
2001-02-20,1.8516703984089085,1.8726653146381966,1.7618877856176678,1.8146393299102783,67593104,0.0,0.0
2001-02-21,1.8462898348904289,1.8779407373979804,1.78288305755194,1.7937500476837158,107042547,0.0,0.0
2001-02-22,1.8040891660798724,1.8410145044326782,1.8040891660798724,1.8410145044326782,137130900,0.0,0.0
2001-02-23,1.8461837835884645,1.9517912048605828,1.8357386628725543,1.878045678138733,130982778,0.0,0.0
2001-02-26,1.878045678138733,1.878045678138733,1.878045678138733,1.878045678138733,0,0.0,0.0
2001-02-27,1.878045678138733,1.878045678138733,1.878045678138733,1.878045678138733,0,0.0,0.0
2001-02-28,1.8726653742705788,1.8726653742705788,1.7945939308710959,1.7988139390945435,77401110,0.0,0.0
2001-03-01,1.8146389657126698,1.8779399858258246,1.8093637667680578,1.8516700267791748,108914765,0.0,0.0
2001-03-02,1.8779391237248926,1.9095899990355212,1.83573800728189,1.9094842672348022,140392182,0.0,0.0
2001-03-05,1.8990415238696483,1.9306924286132499,1.867390619126047,1.8884912729263306,85216110,0.0,0.0
2001-03-06,1.8990399017645359,1.9644512802096747,1.8884896598329304,1.9201403856277466,72557501,0.0,0.0
2001-03-07,1.9280541780501466,1.9517920494555607,1.9148667080238913,1.935967206954956,70214209,0.0,0.0
2001-03-08,1.9412405490875244,1.9728914290024577,1.9095902768267068,1.9412405490875244,87269510,0.0,0.0
2001-03-09,1.8990404605865479,1.909695829808316,1.8937652621116774,1.8990404605865479,84092779,0.0,0.0
2001-03-12,1.8125290870666504,1.9096965316797778,1.8125290870666504,1.8125290870666504,42312123,0.0,0.0
2001-03-13,1.782987713813782,1.8462887210728607,1.76716227210708,1.7829877138137817,42565779,0.0,0.0
2001-03-14,1.782987713813782,1.8462887210728607,1.76716227210708,1.7829877138137817,42565779,0.0,0.0
2001-03-15,1.698164463043213,1.7725441074500357,1.69753174280222,1.698164463043213,185929353,0.0,0.0
2001-03-16,1.703862035819869,1.7302371256400044,1.687930703163147,1.687930703163147,140078133,0.0,0.0
2001-03-19,1.6933114968236866,1.703861896481626,1.6247346586150915,1.6669358015060425,174031710,0.0,0.0
2001-03-20,1.689090945261034,1.7724375565986559,1.688141029813533,1.7407866716384888,147699872,0.0,0.0
2001-03-21,1.7829887762736072,1.7935390263936501,1.7407876238797997,1.7724385261535645,95446875,0.0,0.0
2001-03-22,1.677486777305603,1.7407879874181276,1.645835868422005,1.677486777305603,187149314,0.0,0.0
2001-03-23,1.7513371706008911,1.7513371706008911,1.677485753249205,1.7513371706008911,64223112,0.0,0.0
2001-03-26,1.8199137449264526,1.82518894309477,1.793432326078276,1.8199137449264526,54862023,0.0,0.0
2001-03-27,1.8251887846334962,1.846288663993568,1.817803355925494,1.8357384204864502,54354712,0.0,0.0
2001-03-28,1.814639329910278,1.835844950312486,1.809364129906935,1.8146393299102783,58533985,0.0,0.0
2001-03-29,1.867389202344078,1.8779394452829616,1.7988130030251666,1.8093632459640503,45259357,0.0,0.0
2001-03-30,1.7725428342819214,1.809363024192958,1.7248556630480802,1.7725428342819214,67556868,0.0,0.0
2001-04-02,1.683921217918396,1.7705389938096197,1.6829717581017771,1.683921217918396,45440539,0.0,0.0
2001-04-03,1.6458348035812378,1.6880360893979498,1.6036344292459435,1.6458348035812378,93405553,0.0,0.0
2001-04-04,1.7354068756103518,1.7355119998209734,1.6669357705406733,1.7354068756103516,104433520,0.0,0.0
2001-04-05,1.8258222341537476,1.8258222341537476,1.7355120285721133,1.8258222341537476,47904619,0.0,0.0
2001-04-06,1.7460626363754272,1.8251898904008739,1.7460626363754272,1.7460626363754272,94009494,0.0,0.0
2001-04-09,1.7196881771087646,1.7777141931535563,1.6880374157474844,1.7196881771087646,49813074,0.0,0.0
2001-04-10,1.7882633209228518,1.8410140964204116,1.74078698493801,1.7882633209228516,43399218,0.0,0.0
2001-04-11,1.783198595046997,1.8040883789213091,1.7724374950600532,1.783198595046997,40427827,0.0,0.0
2001-04-12,1.8462884426116943,1.8536740223476589,1.782987444899807,1.8462884426116943,54910338,0.0,0.0
2001-04-13,1.8462884426116943,1.8462884426116943,1.8462884426116943,1.8462884426116943,0,0.0,0.0
2001-04-16,1.8040882349014282,1.8345780410827008,1.7935378398475463,1.8040882349014282,11088361,0.0,0.0
2001-04-17,1.772965908050537,1.8146394593519772,1.7618879112964982,1.772965908050537,20195795,0.0,0.0
2001-04-18,1.7956478595733643,1.8357386066702361,1.7723317111992556,1.7956478595733643,137324161,0.0,0.0
