Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,1.4606287347656315,1.4606287347656315,1.402815580368042,1.402815580368042,327862.0,0.0,0.0
2000-01-04,1.3654078305189032,1.3654078305189032,1.288890295717222,1.3007934093475342,2056590.0,0.0,0.0
2000-01-05,1.2888900240890646,1.3654075427650003,1.2497813553993606,1.3450027704238892,1788339.0,0.0,0.0
2000-01-06,1.3450026956812229,1.428321750160338,1.3399017294413476,1.3654074668884277,2622898.0,0.0,0.0
2000-01-07,1.4028159917923875,1.4028159917923875,1.3586055997288777,1.3892126083374023,2146007.0,0.0,0.0
2000-01-10,1.4283216070363602,1.4283216070363602,1.3909126118362207,1.3960143327713013,2563287.0,0.0,0.0
2000-01-11,1.4283216897180804,1.4283216897180804,1.314395785331726,1.314395785331726,3695902.0,0.0,0.0
2000-01-12,1.375609646738387,1.390912695890646,1.3399016761492075,1.3773099184036255,2265230.0,0.0,0.0
2000-01-13,1.4283227075926517,1.4674314003243742,1.3909136835679778,1.4538278579711914,7511027.0,0.0,0.0
2000-01-14,1.4538266794593855,1.6068612337112427,1.4538266794593855,1.6068612337112427,12250127.0,0.0,0.0
2000-01-17,1.6578728510515686,1.696981508483808,1.5439469683069527,1.5796549320220947,2742121.0,0.0,0.0
2000-01-18,1.5796551194517259,1.5932585000991821,1.5184412659095725,1.5932585000991821,7868695.0,0.0,0.0
2000-01-19,1.5558499690983498,1.5813552457447104,1.5184409814094497,1.5439468622207642,2861343.0,0.0,0.0
2000-01-20,1.5558503830176873,1.5558503830176873,1.472531331450631,1.4980372190475464,1400866.0,0.0,0.0
2000-01-21,1.5048399449227918,1.5065403691483905,1.428322969350632,1.4470267295837402,2682509.0,0.0,0.0
2000-01-24,1.4725321113608065,1.4725321113608065,1.4164193403858805,1.4266220331192017,1013392.0,0.0,0.0
2000-01-25,1.4266220331192017,1.4266220331192017,1.4266220331192017,1.4266220331192017,0.0,0.0,0.0
2000-01-26,1.4283225052046677,1.4283225052046677,1.390913486480713,1.390913486480713,2801732.0,0.0,0.0
2000-01-27,1.4419245606709117,1.4419245606709117,1.4028158932734927,1.4164186716079712,3815124.0,0.0,0.0
2000-01-28,1.4232199542855044,1.4538268074131315,1.4232199542855044,1.4419244527816772,2742121.0,0.0,0.0
2000-01-31,1.5303441325303637,1.5303441325303637,1.4232196414835325,1.428321361541748,476890.0,0.0,0.0
2000-02-01,1.4300229597742204,1.4300229597742204,1.3756106036454034,1.4045170545578003,1996979.0,0.0,0.0
2000-02-02,1.4266213595239794,1.453826916192937,1.4164186716079712,1.4164186716079712,327862.0,0.0,0.0
2000-02-03,1.479332545096194,1.530344314250998,1.479332545096194,1.4861339330673218,1490283.0,0.0,0.0
2000-02-04,1.4776333965487394,1.4861350624528435,1.4606299136991558,1.4674313068389893,1728728.0,0.0,0.0
2000-02-07,1.428321361541748,1.4402237135572469,1.428321361541748,1.428321361541748,8554225.0,0.0,0.0
2000-02-08,1.4419244527816772,1.4674303399361883,1.4419244527816772,1.4419244527816772,3219011.0,0.0,0.0
2000-02-09,1.4419244527816772,1.4606289512778499,1.4266212527797777,1.4419244527816772,2771926.0,0.0,0.0
2000-02-10,1.4283210804119246,1.4776318073272705,1.4283210804119246,1.4776318073272705,9329172.0,0.0,0.0
2000-02-11,1.479332369432949,1.479332369432949,1.4045157512632935,1.428321361541748,685530.0,0.0,0.0
2000-02-14,1.498037580384592,1.498037580384592,1.3909130380961547,1.414718508720398,2056590.0,0.0,0.0
2000-02-15,1.4028157924813198,1.4028157924813198,1.3399016633537877,1.3518040180206299,1102809.0,0.0,0.0
2000-02-16,1.4028158058775395,1.4028158058775395,1.3518040309297115,1.3773099184036255,2563287.0,0.0,0.0
2000-02-17,1.3654070374430844,1.3773095399947133,1.3450022726535493,1.3467026948928833,2414258.0,0.0,0.0
2000-02-18,1.3518040274909846,1.3518040274909846,1.2769873921311898,1.314395785331726,1758534.0,0.0,0.0
2000-02-21,1.3007930078793084,1.339901672740758,1.2752871204702765,1.314395785331726,566307.0,0.0,0.0
