Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,1.3328104353888197,1.3581971635581969,1.3010767698287964,1.3010767698287964,514800.0,0.0,0.0
2000-01-04,1.3010770943899488,1.304250563876912,1.239196538925171,1.239196538925171,314100.0,0.0,0.0
2000-01-05,1.237610202795737,1.2534768722295266,1.193182870149662,1.2518904209136963,478800.0,0.0,0.0
2000-01-06,1.2518901401154818,1.2693432569503784,1.2376099252005663,1.2693432569503784,205200.0,0.0,0.0
2000-01-07,1.2693429333033968,1.2693429333033968,1.2407827377319334,1.2407827377319336,394200.0,0.0,0.0
2000-01-10,1.2994910300619722,1.3105976668446353,1.2693437960049943,1.3090111017227173,549000.0,0.0,0.0
2000-01-11,1.3169439328063057,1.3581977967072836,1.2741036175384481,1.2915571928024292,642600.0,0.0,0.0
2000-01-12,1.3010775951838902,1.3169441543087197,1.2772773025438213,1.3090111017227173,584100.0,0.0,0.0
2000-01-13,1.3328105712028522,1.3486772353674834,1.286796689033508,1.2867966890335083,551700.0,0.0,0.0
2000-01-14,1.3010772781832403,1.316943833442267,1.2852106094360352,1.2852106094360352,248400.0,0.0,0.0
2000-01-17,1.2693434715618994,1.3010772626296656,1.256650386389866,1.2947306632995605,149400.0,0.0,0.0
2000-01-18,1.2693436399276739,1.3391577171652758,1.2693436399276739,1.3296376466751099,306000.0,0.0,0.0
2000-01-19,1.3312236407655265,1.345503855082932,1.3010769882134112,1.3153570890426636,105300.0,0.0,0.0
2000-01-20,1.2947300357567872,1.3359833086160404,1.2947300357567872,1.3074231147766113,344700.0,0.0,0.0
2000-01-21,1.3010771070970557,1.3328107808831562,1.2883834560015537,1.3185306787490845,158400.0,0.0,0.0
2000-01-24,1.2852102382445219,1.3486772353674834,1.2852102382445219,1.2867966890335083,897300.0,0.0,0.0
2000-01-26,1.2867965275797948,1.3248769026566793,1.2867965275797948,1.3169432878494263,146700.0,0.0,0.0
2000-01-27,1.3486773519460347,1.3486773519460347,1.286796800263156,1.2883833646774292,202500.0,0.0,0.0
2000-01-28,1.3328102304007865,1.3328102304007865,1.2487161033678034,1.2550626993179321,535500.0,0.0,0.0
2000-01-31,1.2614110763062072,1.2614110763062072,1.2376107773852238,1.2534774541854858,286200.0,0.0,0.0
2000-02-01,1.2566510392196577,1.2566510392196577,1.2407839084664511,1.2534774541854858,277200.0,0.0,0.0
2000-02-02,1.2534762714740462,1.2534762714740462,1.2376096096446956,1.2407827377319336,76500.0,0.0,0.0
2000-02-03,1.269344130985748,1.269344130985748,1.2407839084664511,1.2534774541854858,138600.0,0.0,0.0
