,Date,Close,Open,High,Low,Volume,Var%
48,2005-03-16,1150.73,1150.73,1150.73,1150.73,0,"1,07%"
49,2005-03-17,1159.45,1159.45,1159.45,1159.45,0,"0,76%"
50,2005-03-18,1136.22,1136.22,1136.22,1136.22,0,"-2,00%"
51,2005-03-21,1105.56,1105.56,1105.56,1105.56,0,"-2,70%"
52,2005-03-22,1092.30,1092.30,1092.30,1092.30,0,"-1,20%"
53,2005-03-23,1065.96,1065.96,1065.96,1065.96,0,"-2,41%"
54,2005-03-24,1094.32,1094.32,1094.32,1094.32,0,"2,66%"
55,2005-03-28,1064.40,1064.40,1064.40,1064.40,0,"-2,73%"
56,2005-03-29,1039.08,1039.08,1039.08,1039.08,0,"-2,38%"
57,2005-03-30,1059.39,1059.39,1059.39,1059.39,0,"1,95%"
58,2005-03-31,1071.47,1071.47,1071.47,1071.47,0,"1,14%"
59,2005-04-01,1068.67,1068.67,1068.67,1068.67,0,"-0,26%"
60,2005-04-04,1048.05,1048.05,1048.05,1048.05,0,"-1,93%"
61,2005-04-05,1046.27,1046.27,1046.27,1046.27,0,"-0,17%"
62,2005-04-06,1050.38,1050.38,1050.38,1050.38,0,"0,39%"
63,2005-04-07,1064.72,1064.72,1064.72,1064.72,0,"1,37%"
64,2005-04-08,1057.35,1057.35,1057.35,1057.35,0,"-0,69%"
65,2005-04-11,1057.51,1057.51,1057.51,1057.51,0,"0,02%"
66,2005-04-12,1056.47,1056.47,1056.47,1056.47,0,"-0,10%"
67,2005-04-13,1063.85,1063.85,1063.85,1063.85,0,"0,70%"
68,2005-04-14,1036.22,1036.22,1036.22,1036.22,0,"-2,60%"
69,2005-04-15,1018.36,1018.36,1018.36,1018.36,0,"-1,72%"
70,2005-04-18,1027.15,1027.15,1027.15,1027.15,0,"0,86%"
71,2005-04-19,1053.02,1053.02,1053.02,1053.02,0,"2,52%"
72,2005-04-20,1034.19,1034.19,1034.19,1034.19,0,"-1,79%"
73,2005-04-22,1039.04,1039.04,1039.04,1039.04,0,"0,47%"
74,2005-04-25,1057.90,1057.90,1057.90,1057.90,0,"1,82%"
75,2005-04-26,1083.70,1083.70,1083.70,1083.70,0,"2,44%"
76,2005-04-27,1091.13,1091.13,1091.13,1091.13,0,"0,69%"
77,2005-04-28,1042.93,1042.93,1042.93,1042.93,0,"-4,42%"
78,2005-04-29,1054.84,1054.84,1054.84,1054.84,0,"1,14%"
79,2005-05-02,1071.04,1071.04,1071.04,1071.04,0,"1,54%"
80,2005-05-03,1060.10,1060.10,1060.10,1060.10,0,"-1,02%"
81,2005-05-04,1104.24,1104.24,1104.24,1104.24,0,"4,16%"
82,2005-05-05,1099.28,1099.28,1099.28,1099.28,0,"-0,45%"
83,2005-05-06,1096.87,1096.87,1096.87,1096.87,0,"-0,22%"
84,2005-05-09,1106.11,1106.11,1106.11,1106.11,0,"0,84%"
85,2005-05-10,1078.51,1078.51,1078.51,1078.51,0,"-2,50%"
86,2005-05-11,1070.77,1070.77,1070.77,1070.77,0,"-0,72%"
87,2005-05-12,1049.30,1049.30,1049.30,1049.30,0,"-2,01%"
88,2005-05-13,1056.09,1056.09,1056.09,1056.09,0,"0,65%"
89,2005-05-16,1070.07,1070.07,1070.07,1070.07,0,"1,32%"
90,2005-05-17,1069.38,1069.38,1069.38,1069.38,0,"-0,06%"
91,2005-05-18,1080.08,1080.08,1080.08,1080.08,0,"1,00%"
92,2005-05-19,1075.90,1075.90,1075.90,1075.90,0,"-0,39%"
93,2005-05-20,1062.96,1062.96,1062.96,1062.96,0,"-1,20%"
94,2005-05-23,1052.35,1052.35,1052.35,1052.35,0,"-1,00%"
95,2005-05-24,1051.63,1051.63,1051.63,1051.63,0,"-0,07%"
96,2005-05-25,1052.98,1052.98,1052.98,1052.98,0,"0,13%"
97,2005-05-27,1066.62,1066.62,1066.62,1066.62,0,"1,30%"
98,2005-05-30,1065.64,1065.64,1065.64,1065.64,0,"-0,09%"
99,2005-05-31,1067.18,1067.18,1067.18,1067.18,0,"0,14%"
100,2005-06-01,1079.44,1079.44,1079.44,1079.44,0,"1,15%"
101,2005-06-02,1115.46,1115.46,1115.46,1115.46,0,"3,34%"
102,2005-06-03,1129.12,1129.12,1129.12,1129.12,0,"1,22%"
103,2005-06-06,1115.71,1115.71,1115.71,1115.71,0,"-1,19%"
104,2005-06-07,1108.68,1108.68,1108.68,1108.68,0,"-0,63%"
105,2005-06-08,1096.33,1096.33,1096.33,1096.33,0,"-1,11%"
106,2005-06-09,1086.29,1086.29,1086.29,1086.29,0,"-0,92%"
107,2005-06-10,1086.87,1086.87,1086.87,1086.87,0,"0,05%"
108,2005-06-13,1079.57,1079.57,1079.57,1079.57,0,"-0,67%"
109,2005-06-14,1104.23,1104.23,1104.23,1104.23,0,"2,28%"
110,2005-06-15,1090.84,1090.84,1090.84,1090.84,0,"-1,21%"
111,2005-06-16,1099.51,1099.51,1099.51,1099.51,0,"0,79%"
112,2005-06-17,1117.63,1117.63,1117.63,1117.63,0,"1,65%"
113,2005-06-20,1113.54,1113.54,1113.54,1113.54,0,"-0,37%"
114,2005-06-21,1099.16,1099.16,1099.16,1099.16,0,"-1,29%"
115,2005-06-22,1088.85,1088.85,1088.85,1088.85,0,"-0,94%"
116,2005-06-23,1073.02,1073.02,1073.02,1073.02,0,"-1,45%"
117,2005-06-24,1078.44,1078.44,1078.44,1078.44,0,"0,51%"
118,2005-06-27,1089.64,1089.64,1089.64,1089.64,0,"1,04%"
119,2005-06-28,1101.39,1101.39,1101.39,1101.39,0,"1,08%"
120,2005-06-29,1104.04,1104.04,1104.04,1104.04,0,"0,24%"
121,2005-06-30,1115.45,1115.45,1115.45,1115.45,0,"1,03%"
122,2005-07-01,1115.58,1115.58,1115.58,1115.58,0,"0,01%"
123,2005-07-04,1098.86,1098.86,1098.86,1098.86,0,"-1,50%"
124,2005-07-05,1091.73,1091.73,1091.73,1091.73,0,"-0,65%"
125,2005-07-06,1075.60,1075.60,1075.60,1075.60,0,"-1,48%"
126,2005-07-07,1071.30,1071.30,1071.30,1071.30,0,"-0,40%"
127,2005-07-08,1071.55,1071.55,1071.55,1071.55,0,"0,02%"
128,2005-07-11,1086.49,1086.49,1086.49,1086.49,0,"1,39%"
129,2005-07-12,1094.16,1094.16,1094.16,1094.16,0,"0,71%"
130,2005-07-13,1112.71,1112.71,1112.71,1112.71,0,"1,70%"
131,2005-07-14,1116.64,1116.64,1116.64,1116.64,0,"0,35%"
132,2005-07-15,1103.79,1103.79,1103.79,1103.79,0,"-1,15%"
133,2005-07-18,1105.06,1105.06,1105.06,1105.06,0,"0,12%"
134,2005-07-19,1096.01,1096.01,1096.01,1096.01,0,"-0,82%"
135,2005-07-20,1110.15,1110.15,1110.15,1110.15,0,"1,29%"
136,2005-07-21,1115.76,1115.76,1115.76,1115.76,0,"0,51%"
137,2005-07-22,1097.27,1097.27,1097.27,1097.27,0,"-1,66%"
138,2005-07-25,1061.16,1061.16,1061.16,1061.16,0,"-3,29%"
139,2005-07-26,1076.90,1076.90,1076.90,1076.90,0,"1,48%"
140,2005-07-27,1108.36,1108.36,1108.36,1108.36,0,"2,92%"
141,2005-07-28,1129.06,1129.06,1129.06,1129.06,0,"1,87%"
142,2005-07-29,1121.23,1121.23,1121.23,1121.23,0,"-0,69%"
143,2005-08-01,1143.98,1143.98,1143.98,1143.98,0,"2,03%"
144,2005-08-02,1182.92,1182.92,1182.92,1182.92,0,"3,40%"
145,2005-08-03,1172.44,1172.44,1172.44,1172.44,0,"-0,89%"
146,2005-08-04,1172.27,1172.27,1172.27,1172.27,0,"-0,01%"
147,2005-08-05,1153.98,1153.98,1153.98,1153.98,0,"-1,56%"
148,2005-08-08,1171.55,1171.55,1171.55,1171.55,0,"1,52%"
149,2005-08-09,1205.47,1205.47,1205.47,1205.47,0,"2,90%"
150,2005-08-10,1233.63,1233.63,1233.63,1233.63,0,"2,34%"
151,2005-08-11,1218.24,1218.24,1218.24,1218.24,0,"-1,25%"
152,2005-08-12,1228.32,1228.32,1228.32,1228.32,0,"0,83%"
153,2005-08-15,1505.10,1505.10,1505.10,1505.10,0,"22,53%"
154,2005-08-16,1492.86,1492.86,1492.86,1492.86,0,"-0,81%"
155,2005-08-17,1516.19,1516.19,1516.19,1516.19,0,"1,56%"
156,2005-08-18,1500.95,1500.95,1500.95,1500.95,0,"-1,01%"
157,2005-08-19,1474.93,1474.93,1474.93,1474.93,0,"-1,73%"
158,2005-08-22,1493.97,1493.97,1493.97,1493.97,0,"1,29%"
159,2005-08-23,1473.07,1473.07,1473.07,1473.07,0,"-1,40%"
160,2005-08-24,1480.03,1480.03,1480.03,1480.03,0,"0,47%"
161,2005-08-25,1513.27,1513.27,1513.27,1513.27,0,"2,25%"
162,2005-08-26,1495.01,1495.01,1495.01,1495.01,0,"-1,21%"
163,2005-08-29,1511.07,1511.07,1511.07,1511.07,0,"1,07%"
164,2005-08-30,1506.85,1506.85,1506.85,1506.85,0,"-0,28%"
165,2005-08-31,1541.35,1541.35,1541.35,1541.35,0,"2,29%"
166,2005-09-01,1548.45,1548.45,1548.45,1548.45,0,"0,46%"
167,2005-09-02,1573.34,1573.34,1573.34,1573.34,0,"1,61%"
168,2005-09-05,1572.77,1572.77,1572.77,1572.77,0,"-0,04%"
169,2005-09-06,1607.05,1607.05,1607.05,1607.05,0,"2,18%"
170,2005-09-08,1600.44,1600.44,1600.44,1600.44,0,"-0,41%"
171,2005-09-09,1615.86,1615.86,1615.86,1615.86,0,"0,96%"
172,2005-09-12,1611.71,1611.71,1611.71,1611.71,0,"-0,26%"
173,2005-09-13,1575.41,1575.41,1575.41,1575.41,0,"-2,25%"
174,2005-09-14,1576.54,1576.54,1576.54,1576.54,0,"0,07%"
175,2005-09-15,1595.89,1595.89,1595.89,1595.89,0,"1,23%"
176,2005-09-16,1605.99,1605.99,1605.99,1605.99,0,"0,63%"
177,2005-09-19,1634.90,1634.90,1634.90,1634.90,0,"1,80%"
178,2005-09-20,1675.08,1675.08,1675.08,1675.08,0,"2,46%"
179,2005-09-21,1714.05,1714.05,1714.05,1714.05,0,"2,33%"
180,2005-09-22,1720.82,1720.82,1720.82,1720.82,0,"0,39%"
181,2005-09-23,1734.61,1734.61,1734.61,1734.61,0,"0,80%"
182,2005-09-26,1728.83,1728.83,1728.83,1728.83,0,"-0,33%"
183,2005-09-27,1686.22,1686.22,1686.22,1686.22,0,"-2,46%"
184,2005-09-28,1704.13,1704.13,1704.13,1704.13,0,"1,06%"
185,2005-09-29,1708.73,1708.73,1708.73,1708.73,0,"0,27%"
186,2005-09-30,1740.26,1740.26,1740.26,1740.26,0,"1,85%"
187,2005-10-03,1777.22,1777.22,1777.22,1777.22,0,"2,12%"
188,2005-10-04,1789.96,1789.96,1789.96,1789.96,0,"0,72%"
189,2005-10-05,1739.82,1739.82,1739.82,1739.82,0,"-2,80%"
190,2005-10-06,1683.40,1683.40,1683.40,1683.40,0,"-3,24%"
191,2005-10-07,1737.55,1737.55,1737.55,1737.55,0,"3,22%"
192,2005-10-10,1732.42,1732.42,1732.42,1732.42,0,"-0,30%"
193,2005-10-11,1772.32,1772.32,1772.32,1772.32,0,"2,30%"
194,2005-10-13,1695.07,1695.07,1695.07,1695.07,0,"-4,36%"
195,2005-10-14,1686.53,1686.53,1686.53,1686.53,0,"-0,50%"
196,2005-10-17,1747.39,1747.39,1747.39,1747.39,0,"3,61%"
197,2005-10-18,1710.17,1710.17,1710.17,1710.17,0,"-2,13%"
198,2005-10-19,1674.92,1674.92,1674.92,1674.92,0,"-2,06%"
199,2005-10-20,1628.22,1628.22,1628.22,1628.22,0,"-2,79%"
200,2005-10-21,1659.99,1659.99,1659.99,1659.99,0,"1,95%"
201,2005-10-24,1710.39,1710.39,1710.39,1710.39,0,"3,04%"
202,2005-10-25,1680.94,1680.94,1680.94,1680.94,0,"-1,72%"
203,2005-10-26,1708.97,1708.97,1708.97,1708.97,0,"1,67%"
204,2005-10-27,1675.71,1675.71,1675.71,1675.71,0,"-1,95%"
205,2005-10-28,1692.71,1692.71,1692.71,1692.71,0,"1,01%"
206,2005-10-31,1762.40,1762.40,1762.40,1762.40,0,"4,12%"
207,2005-11-01,1805.71,1805.71,1805.71,1805.71,0,"2,46%"
208,2005-11-03,1792.65,1792.65,1792.65,1792.65,0,"-0,72%"
209,2005-11-04,1795.21,1795.21,1795.21,1795.21,0,"0,14%"
210,2005-11-07,1833.34,1833.34,1833.34,1833.34,0,"2,12%"
211,2005-11-08,1853.11,1853.11,1853.11,1853.11,0,"1,08%"
212,2005-11-09,1852.64,1852.64,1852.64,1852.64,0,"-0,03%"
213,2005-11-10,1873.54,1873.54,1873.54,1873.54,0,"1,13%"
214,2005-11-11,1873.54,1873.54,1873.54,1873.54,0,"0,00%"
215,2005-11-14,1872.45,1872.45,1872.45,1872.45,0,"-0,06%"
216,2005-11-16,1879.89,1879.89,1879.89,1879.89,0,"0,40%"
217,2005-11-17,1929.85,1929.85,1929.85,1929.85,0,"2,66%"
218,2005-11-18,1907.49,1907.49,1907.49,1907.49,0,"-1,16%"
219,2005-11-21,1912.04,1912.04,1912.04,1912.04,0,"0,24%"
220,2005-11-22,1925.03,1925.03,1925.03,1925.03,0,"0,68%"
221,2005-11-23,1957.62,1957.62,1957.62,1957.62,0,"1,69%"
222,2005-11-24,1950.87,1950.87,1950.87,1950.87,0,"-0,34%"
223,2005-11-25,1961.86,1961.86,1961.86,1961.86,0,"0,56%"
224,2005-11-28,1948.06,1948.06,1948.06,1948.06,0,"-0,70%"
225,2005-11-29,1944.22,1944.22,1944.22,1944.22,0,"-0,20%"
226,2005-11-30,1944.53,1944.53,1944.53,1944.53,0,"0,02%"
227,2005-12-01,1984.54,1984.54,1984.54,1984.54,0,"2,06%"
228,2005-12-02,2024.12,2024.12,2024.12,2024.12,0,"1,99%"
229,2005-12-05,2041.91,2041.91,2041.91,2041.91,0,"0,88%"
230,2005-12-06,2086.92,2086.92,2086.92,2086.92,0,"2,20%"
231,2005-12-07,2051.05,2051.05,2051.05,2051.05,0,"-1,72%"
232,2005-12-08,1975.32,1975.32,1975.32,1975.32,0,"-3,69%"
233,2005-12-09,1970.91,1970.91,1970.91,1970.91,0,"-0,22%"
234,2005-12-12,1986.97,1986.97,1986.97,1986.97,0,"0,81%"
235,2005-12-13,1994.19,1994.19,1994.19,1994.19,0,"0,36%"
236,2005-12-14,1990.73,1990.73,1990.73,1990.73,0,"-0,17%"
237,2005-12-15,1990.05,1990.05,1990.05,1990.05,0,"-0,03%"
238,2005-12-16,2002.47,2002.47,2002.47,2002.47,0,"0,62%"
239,2005-12-19,1970.54,1970.54,1970.54,1970.54,0,"-1,59%"
240,2005-12-20,1971.37,1971.37,1971.37,1971.37,0,"0,04%"
241,2005-12-21,2024.16,2024.16,2024.16,2024.16,0,"2,68%"
242,2005-12-22,2048.40,2048.40,2048.40,2048.40,0,"1,20%"
243,2005-12-23,2037.17,2037.17,2037.17,2037.17,0,"-0,55%"
244,2005-12-26,2012.47,2012.47,2012.47,2012.47,0,"-1,21%"
245,2005-12-27,2036.56,2036.56,2036.56,2036.56,0,"1,20%"
246,2005-12-28,2014.64,2014.64,2014.64,2014.64,0,"-1,08%"
247,2005-12-29,2006.89,2006.89,2006.89,2006.89,0,"-0,38%"
248,2006-01-02,2012.37,2012.37,2012.37,2012.37,0,"0,27%"
249,2006-01-03,2084.08,2084.08,2084.08,2084.08,0,"3,56%"
250,2006-01-04,2171.33,2171.33,2171.33,2171.33,0,"4,19%"
251,2006-01-05,2163.47,2163.47,2163.47,2163.47,0,"-0,36%"
252,2006-01-06,2221.66,2221.66,2221.66,2221.66,0,"2,69%"
253,2006-01-09,2231.36,2231.36,2231.36,2231.36,0,"0,44%"
254,2006-01-10,2199.01,2199.01,2199.01,2199.01,0,"-1,45%"
255,2006-01-11,2238.90,2238.90,2238.90,2238.90,0,"1,81%"
256,2006-01-12,2236.30,2236.30,2236.30,2236.30,0,"-0,12%"
257,2006-01-13,2258.47,2258.47,2258.47,2258.47,0,"0,99%"
258,2006-01-16,2306.54,2306.54,2306.54,2306.54,0,"2,13%"
259,2006-01-17,2277.39,2277.39,2277.39,2277.39,0,"-1,26%"
260,2006-01-18,2263.79,2263.79,2263.79,2263.79,0,"-0,60%"
261,2006-01-19,2379.62,2379.62,2379.62,2379.62,0,"5,12%"
262,2006-01-20,2359.49,2359.49,2359.49,2359.49,0,"-0,85%"
263,2006-01-23,2348.61,2348.61,2348.61,2348.61,0,"-0,46%"
264,2006-01-24,2413.40,2413.40,2413.40,2413.40,0,"2,76%"
265,2006-01-26,2466.23,2466.23,2466.23,2466.23,0,"2,19%"
266,2006-01-27,2436.67,2436.67,2436.67,2436.67,0,"-1,20%"
267,2006-01-30,2475.16,2475.16,2475.16,2475.16,0,"1,58%"
268,2006-01-31,2503.29,2503.29,2503.29,2503.29,0,"1,14%"
269,2006-02-01,2555.07,2555.07,2555.07,2555.07,0,"2,07%"
270,2006-02-02,2513.95,2513.95,2513.95,2513.95,0,"-1,61%"
271,2006-02-03,2469.99,2469.99,2469.99,2469.99,0,"-1,75%"
272,2006-02-06,2488.21,2488.21,2488.21,2488.21,0,"0,74%"
273,2006-02-07,2415.62,2415.62,2415.62,2415.62,0,"-2,92%"
274,2006-02-08,2412.74,2412.74,2412.74,2412.74,0,"-0,12%"
275,2006-02-09,2469.19,2469.19,2469.19,2469.19,0,"2,34%"
276,2006-02-10,2517.98,2517.98,2517.98,2517.98,0,"1,98%"
277,2006-02-13,2479.61,2479.61,2479.61,2479.61,0,"-1,52%"
278,2006-02-14,2497.41,2497.41,2497.41,2497.41,0,"0,72%"
279,2006-02-15,2520.37,2520.37,2520.37,2520.37,0,"0,92%"
280,2006-02-16,2618.97,2618.97,2618.97,2618.97,0,"3,91%"
281,2006-02-17,2599.08,2599.08,2599.08,2599.08,0,"-0,76%"
282,2006-02-20,2602.97,2602.97,2602.97,2602.97,0,"0,15%"
283,2006-02-21,2574.68,2574.68,2574.68,2574.68,0,"-1,09%"
284,2006-02-22,2545.98,2545.98,2545.98,2545.98,0,"-1,11%"
285,2006-02-23,2529.13,2529.13,2529.13,2529.13,0,"-0,66%"
286,2006-02-24,2550.99,2550.99,2550.99,2550.99,0,"0,86%"
287,2006-03-01,2613.55,2613.55,2613.55,2613.55,0,"2,45%"
288,2006-03-02,2600.79,2600.79,2600.79,2600.79,0,"-0,49%"
289,2006-03-03,2606.68,2606.68,2606.68,2606.68,0,"0,23%"
290,2006-03-06,2549.42,2549.42,2549.42,2549.42,0,"-2,20%"
291,2006-03-07,2488.01,2488.01,2488.01,2488.01,0,"-2,41%"
292,2006-03-08,2471.78,2471.78,2471.78,2471.78,0,"-0,65%"
293,2006-03-09,2394.65,2394.65,2394.65,2394.65,0,"-3,12%"
294,2006-03-10,2464.51,2464.51,2464.51,2464.51,0,"2,92%"
295,2006-03-13,2496.60,2496.60,2496.60,2496.60,0,"1,30%"
296,2006-03-14,2542.12,2542.12,2542.12,2542.12,0,"1,82%"
297,2006-03-15,2573.57,2573.57,2573.57,2573.57,0,"1,24%"
298,2006-03-16,2604.97,2604.97,2604.97,2604.97,0,"1,22%"
299,2006-03-17,2616.74,2616.74,2616.74,2616.74,0,"0,45%"
300,2006-03-20,2617.77,2617.77,2617.77,2617.77,0,"0,04%"
301,2006-03-21,2535.27,2535.27,2535.27,2535.27,0,"-3,15%"
302,2006-03-22,2602.56,2602.56,2602.56,2602.56,0,"2,65%"
303,2006-03-23,2545.09,2545.09,2545.09,2545.09,0,"-2,21%"
304,2006-03-24,2542.76,2542.76,2542.76,2542.76,0,"-0,09%"
305,2006-03-27,2496.00,2496.00,2496.00,2496.00,0,"-1,84%"
306,2006-03-28,2394.63,2394.63,2394.63,2394.63,0,"-4,06%"
307,2006-03-29,2421.22,2421.22,2421.22,2421.22,0,"1,11%"
308,2006-03-30,2408.60,2408.60,2408.60,2408.60,0,"-0,52%"
309,2006-03-31,2421.83,2421.83,2421.83,2421.83,0,"0,55%"
310,2006-04-03,2491.23,2491.23,2491.23,2491.23,0,"2,87%"
311,2006-04-04,2513.50,2513.50,2513.50,2513.50,0,"0,89%"
312,2006-04-05,2504.77,2504.77,2504.77,2504.77,0,"-0,35%"
313,2006-04-06,2511.14,2511.14,2511.14,2511.14,0,"0,25%"
314,2006-04-07,2495.76,2495.76,2495.76,2495.76,0,"-0,61%"
315,2006-04-10,2434.31,2434.31,2434.31,2434.31,0,"-2,46%"
316,2006-04-11,2386.63,2386.63,2386.63,2386.63,0,"-1,96%"
317,2006-04-12,2382.52,2382.52,2382.52,2382.52,0,"-0,17%"
318,2006-04-13,2354.95,2354.95,2354.95,2354.95,0,"-1,16%"
319,2006-04-17,2359.69,2359.69,2359.69,2359.69,0,"0,20%"
320,2006-04-18,2424.90,2424.90,2424.90,2424.90,0,"2,76%"
321,2006-04-19,2480.71,2480.71,2480.71,2480.71,0,"2,30%"
322,2006-04-20,2516.59,2516.59,2516.59,2516.59,0,"1,45%"
323,2006-04-24,2492.33,2492.33,2492.33,2492.33,0,"-0,96%"
324,2006-04-25,2499.14,2499.14,2499.14,2499.14,0,"0,27%"
325,2006-04-26,2543.41,2543.41,2543.41,2543.41,0,"1,77%"
326,2006-04-27,2518.35,2518.35,2518.35,2518.35,0,"-0,99%"
327,2006-04-28,2536.58,2536.58,2536.58,2536.58,0,"0,72%"
328,2006-05-02,2602.47,2602.47,2602.47,2602.47,0,"2,60%"
329,2006-05-03,2611.81,2611.81,2611.81,2611.81,0,"0,36%"
330,2006-05-04,2644.43,2644.43,2644.43,2644.43,0,"1,25%"
331,2006-05-05,2683.25,2683.25,2683.25,2683.25,0,"1,47%"
332,2006-05-08,2732.87,2732.87,2732.87,2732.87,0,"1,85%"
333,2006-05-09,2744.68,2744.68,2744.68,2744.68,0,"0,43%"
334,2006-05-10,2717.65,2717.65,2717.65,2717.65,0,"-0,98%"
335,2006-05-11,2668.95,2668.95,2668.95,2668.95,0,"-1,79%"
336,2006-05-12,2655.98,2655.98,2655.98,2655.98,0,"-0,49%"
337,2006-05-15,2572.95,2572.95,2572.95,2572.95,0,"-3,13%"
338,2006-05-16,2592.65,2592.65,2592.65,2592.65,0,"0,77%"
339,2006-05-17,2535.19,2535.19,2535.19,2535.19,0,"-2,22%"
340,2006-05-18,2488.66,2488.66,2488.66,2488.66,0,"-1,84%"
341,2006-05-19,2458.88,2458.88,2458.88,2458.88,0,"-1,20%"
342,2006-05-22,2363.80,2363.80,2363.80,2363.80,0,"-3,87%"
343,2006-05-23,2342.19,2342.19,2342.19,2342.19,0,"-0,91%"
344,2006-05-24,2278.06,2278.06,2278.06,2278.06,0,"-2,74%"
345,2006-05-25,2398.01,2398.01,2398.01,2398.01,0,"5,27%"
346,2006-05-26,2461.83,2461.83,2461.83,2461.83,0,"2,66%"
347,2006-05-29,2435.33,2435.33,2435.33,2435.33,0,"-1,08%"
348,2006-05-30,2317.13,2317.13,2317.13,2317.13,0,"-4,85%"
349,2006-05-31,2301.80,2301.80,2301.80,2301.80,0,"-0,66%"
350,2006-06-01,2404.73,2404.73,2404.73,2404.73,0,"4,47%"
351,2006-06-02,2395.34,2395.34,2395.34,2395.34,0,"-0,39%"
352,2006-06-05,2342.42,2342.42,2342.42,2342.42,0,"-2,21%"
353,2006-06-06,2289.54,2289.54,2289.54,2289.54,0,"-2,26%"
354,2006-06-07,2186.35,2186.35,2186.35,2186.35,0,"-4,51%"
355,2006-06-08,2156.25,2156.25,2156.25,2156.25,0,"-1,38%"
356,2006-06-09,2176.57,2176.57,2176.57,2176.57,0,"0,94%"
357,2006-06-12,2084.18,2084.18,2084.18,2084.18,0,"-4,24%"
358,2006-06-13,2018.67,2018.67,2018.67,2018.67,0,"-3,14%"
359,2006-06-14,2030.87,2030.87,2030.87,2030.87,0,"0,60%"
360,2006-06-16,2135.55,2135.55,2135.55,2135.55,0,"5,15%"
361,2006-06-19,2116.36,2116.36,2116.36,2116.36,0,"-0,90%"
362,2006-06-20,2127.09,2127.09,2127.09,2127.09,0,"0,51%"
363,2006-06-21,2174.38,2174.38,2174.38,2174.38,0,"2,22%"
