,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Var
20,2000-02-01,1.2566510438919067,1.2566510438919067,1.240783929824829,1.2534774541854858,277200.0,0.0,0.0,0.0
21,2000-02-02,1.2534762620925903,1.2534762620925903,1.237609624862671,1.2407827377319336,76500.0,0.0,0.0,-0.0101275984197855
22,2000-02-03,1.2693440914154053,1.2693440914154053,1.240783929824829,1.2534774541854858,138600.0,0.0,0.0,0.010231216438114643
23,2000-02-04,1.2693432569503784,1.293143391609192,1.247130036354065,1.2693432569503784,254700.0,0.0,0.0,0.01265743002295494
24,2000-02-07,1.2709298133850098,1.2709298133850098,1.2455426454544067,1.248716115951538,321300.0,0.0,0.0,-0.0162502471357584
25,2000-02-08,1.2693434953689575,1.2852106094360352,1.2550634145736694,1.2772769927978516,1360800.0,0.0,0.0,0.022872192785143852
26,2000-02-09,1.2693434953689575,1.304250717163086,1.2693434953689575,1.2772769927978516,178200.0,0.0,0.0,0.0
27,2000-02-10,1.269343376159668,1.269343376159668,1.2455432415008545,1.2598233222961426,907200.0,0.0,0.0,-0.013664749450981617
28,2000-02-11,1.2598240375518799,1.2693440914154053,1.251891016960144,1.2534774541854858,545400.0,0.0,0.0,-0.005037109367549419
29,2000-02-14,1.2518898248672485,1.2518898248672485,1.2027024030685425,1.2407827377319336,298800.0,0.0,0.0,-0.0101275984197855
30,2000-02-15,1.2201558351516724,1.2201558351516724,1.1598619222640991,1.1852490901947021,390600.0,0.0,0.0,-0.044756948947906494
31,2000-02-16,1.1852489709854126,1.2534759044647217,1.1582752466201782,1.2122220993041992,1227600.0,0.0,0.0,0.02275724895298481
32,2000-02-17,1.1900088787078857,1.2058755159378052,1.1836618185043335,1.1884218454360962,754200.0,0.0,0.0,-0.019633574411273003
33,2000-02-18,1.188422679901123,1.2455432415008545,1.1820762157440186,1.1900097131729126,252000.0,0.0,0.0,0.0013361145975068212
34,2000-02-21,1.1979423761367798,1.3169432878494263,1.1820757389068604,1.2407827377319336,937800.0,0.0,0.0,0.042666058987379074
35,2000-02-22,1.2852106094360352,1.2852106094360352,1.2217429876327515,1.223330020904541,197100.0,0.0,0.0,-0.014065892435610294
36,2000-02-23,1.2233301401138306,1.2677569389343262,1.209049940109253,1.2518904209136963,451800.0,0.0,0.0,0.023346439003944397
37,2000-02-24,1.2518903017044067,1.301077127456665,1.1900097131729126,1.1900097131729126,598500.0,0.0,0.0,-0.04942981153726578
38,2000-02-25,1.190009593963623,1.2518900632858276,1.1836625337600708,1.1979426145553589,759600.0,0.0,0.0,0.006666249129921198
39,2000-02-28,1.2138093709945679,1.2376095056533813,1.1836621761322021,1.2138093709945679,90900.0,0.0,0.0,0.013245005160570145
40,2000-02-29,1.1900098323822021,1.1915963888168335,1.1709697246551514,1.182076334953308,1028700.0,0.0,0.0,-0.02614334411919117
41,2000-03-01,1.190009355545044,1.190009355545044,1.164622187614441,1.1662092208862305,879300.0,0.0,0.0,-0.013423087075352669
42,2000-03-02,1.2058759927749634,1.2376097440719604,1.1614491939544678,1.1662092208862305,567900.0,0.0,0.0,0.0
43,2000-03-03,1.1646225452423096,1.1900097131729126,1.1646225452423096,1.174142599105835,732600.0,0.0,0.0,0.006802705582231283
44,2000-03-08,1.2058767080307007,1.2217432260513306,1.1424096822738647,1.2217432260513306,564300.0,0.0,0.0,0.04054075479507446
45,2000-03-09,1.174142599105835,1.174142599105835,1.1503424644470215,1.174142599105835,791100.0,0.0,0.0,-0.03896123543381691
46,2000-03-10,1.1900089979171753,1.2201557159423828,1.1789019107818604,1.2122220993041992,81000.0,0.0,0.0,0.03243175148963928
47,2000-03-14,1.1662088632583618,1.1662088632583618,1.1170215606689453,1.1170215606689453,711900.0,0.0,0.0,-0.07853391021490097
48,2000-03-15,1.158275842666626,1.158275842666626,1.0662485361099243,1.1027418375015259,1014300.0,0.0,0.0,-0.012783749029040337
49,2000-03-16,1.1392351388931274,1.1392351388931274,1.0789412260055542,1.1106749773025513,672300.0,0.0,0.0,0.007194013800472021
50,2000-03-17,1.110675573348999,1.110675573348999,1.078941822052002,1.078941822052002,352800.0,0.0,0.0,-0.028571054339408875
51,2000-03-20,1.0694218873977661,1.0694218873977661,0.9996082186698914,1.0297549962997437,305100.0,0.0,0.0,-0.04558802396059036
52,2000-03-21,1.031341314315796,1.0630751848220825,0.9837408661842346,1.02340829372406,1593000.0,0.0,0.0,-0.006163313053548336
53,2000-03-22,1.0297551155090332,1.0630754232406616,1.0297551155090332,1.0313416719436646,3384000.0,0.0,0.0,0.007751918863505125
54,2000-03-23,1.03927481174469,1.0773552656173706,1.02340829372406,1.02340829372406,293400.0,0.0,0.0,-0.00769228907302022
55,2000-03-24,1.0313410758972168,1.0614882707595825,1.0313410758972168,1.037688136100769,273600.0,0.0,0.0,0.013953221030533314
56,2000-03-27,1.0472084283828735,1.0472084283828735,0.9885010123252869,1.0154746770858765,333900.0,0.0,0.0,-0.02140668034553528
57,2000-03-28,1.0297545194625854,1.0297545194625854,0.9869142770767212,0.9869142770767212,323100.0,0.0,0.0,-0.02812517248094082
58,2000-03-29,0.9916743636131287,1.0059545040130615,0.9837407469749451,0.9996078610420227,480600.0,0.0,0.0,0.012861890718340874
59,2000-03-30,0.9916744828224182,1.005954623222351,0.9916744828224182,0.9932610392570496,273600.0,0.0,0.0,-0.006349311675876379
60,2000-03-31,1.0043678283691406,1.005954384803772,0.9932608604431152,0.9980208873748779,748800.0,0.0,0.0,0.004792142193764448
61,2000-04-03,0.9980210065841675,0.9980210065841675,0.9599406123161316,0.9631142020225525,777600.0,0.0,0.0,-0.03497590497136116
62,2000-04-04,0.9678742289543152,0.9710476994514465,0.9440740346908569,0.9710476994514465,1247400.0,0.0,0.0,0.008237338624894619
63,2000-04-05,0.9758076071739197,0.9980208873748779,0.9393138885498047,0.9520074725151062,502200.0,0.0,0.0,-0.019607922062277794
64,2000-04-06,0.9599403738975525,0.9599403738975525,0.9218601584434509,0.936140239238739,369000.0,0.0,0.0,-0.016667131334543228
65,2000-04-07,0.9361401796340942,0.9520072937011719,0.9123400449752808,0.9345536828041077,890100.0,0.0,0.0,-0.001694784965366125
66,2000-04-10,0.9345539808273315,0.9488340616226196,0.8996471762657166,0.9044072031974792,495900.0,0.0,0.0,-0.032257623970508575
67,2000-04-11,0.9440738558769226,0.9440738558769226,0.8885399103164673,0.8980600237846375,755100.0,0.0,0.0,-0.007018054835498333
68,2000-04-12,0.9361402988433838,0.9520074129104614,0.8885399103164673,0.917100191116333,846000.0,0.0,0.0,0.021201441064476967
69,2000-04-13,0.9171000719070435,0.9440737962722778,0.8885398507118225,0.9028199911117554,302400.0,0.0,0.0,-0.01557103544473648
70,2000-04-14,0.8885402083396912,0.9044073224067688,0.8568069338798523,0.8726735711097717,595800.0,0.0,0.0,-0.03339139744639397
71,2000-04-17,0.8932998776435852,0.8964734077453613,0.8425264954566956,0.8964734077453613,405900.0,0.0,0.0,0.02727232500910759
72,2000-04-18,0.9044072031974792,0.9520075917243958,0.8742599487304688,0.9202738404273987,767700.0,0.0,0.0,0.026548955589532852
73,2000-04-19,0.9440742135047913,0.9504207372665405,0.8742601275444031,0.8774336576461792,309600.0,0.0,0.0,-0.04655155912041664
74,2000-04-20,0.9044070243835449,0.9044070243835449,0.8806068897247314,0.8885399103164673,258300.0,0.0,0.0,0.012657655403017998
75,2000-04-24,0.8948869705200195,0.918687105178833,0.8885399103164673,0.8885399103164673,328500.0,0.0,0.0,0.0
76,2000-04-25,0.9202738404273987,0.9361404180526733,0.8901270627975464,0.891713559627533,279900.0,0.0,0.0,0.0035717578139156103
77,2000-04-26,0.9123402833938599,0.9123402833938599,0.8790200352668762,0.9044072031974792,439200.0,0.0,0.0,0.014235113747417927
78,2000-04-27,0.8726734519004822,0.9123402833938599,0.8726734519004822,0.9044072031974792,1332900.0,0.0,0.0,0.0
79,2000-04-28,0.9266203045845032,0.9742206335067749,0.8964735269546509,0.9520074725151062,460800.0,0.0,0.0,0.05263145640492439
80,2000-05-02,0.9980208873748779,1.0138880014419556,0.9520074725151062,0.9821542501449585,914400.0,0.0,0.0,0.03166653588414192
81,2000-05-03,0.9678741097450256,0.9996077418327332,0.9440739154815674,0.9758076071739197,220500.0,0.0,0.0,-0.0064619616605341434
82,2000-05-04,0.9916741251945496,0.9916741251945496,0.9520073533058167,0.9599403738975525,137700.0,0.0,0.0,-0.01626061648130417
83,2000-05-05,0.9520074129104614,0.9520074129104614,0.9393138289451599,0.942487359046936,211500.0,0.0,0.0,-0.01818135380744934
84,2000-05-08,0.9520075917243958,0.9520075917243958,0.9282074570655823,0.9297939538955688,243900.0,0.0,0.0,-0.013467984274029732
85,2000-05-09,0.9218605756759644,0.9520078301429749,0.9202740788459778,0.9282076358795166,243000.0,0.0,0.0,-0.0017060963436961174
86,2000-05-10,0.928207278251648,0.9313803315162659,0.9075801372528076,0.9107536673545837,350100.0,0.0,0.0,-0.018803948536515236
87,2000-05-11,0.9504205584526062,0.9504205584526062,0.9075802564620972,0.9202738404273987,369000.0,0.0,0.0,0.01045307144522667
88,2000-05-12,0.9361406564712524,0.9361406564712524,0.8885402679443359,0.9282076358795166,401400.0,0.0,0.0,0.008621124550700188
89,2000-05-15,0.9345538020133972,0.9504203796386719,0.8964734673500061,0.9456603527069092,132300.0,0.0,0.0,0.018802599981427193
90,2000-05-16,0.942487359046936,0.9678740501403809,0.9361402988433838,0.9456603527069092,414000.0,0.0,0.0,0.0
91,2000-05-17,0.936140239238739,0.9662874341011047,0.9329671859741211,0.9599403738975525,280800.0,0.0,0.0,0.01510058157145977
92,2000-05-18,0.9440738558769226,0.9678741097450256,0.9218602180480957,0.9313802719116211,134100.0,0.0,0.0,-0.029751954600214958
93,2000-05-19,0.9361403584480286,0.9504204392433167,0.9218602180480957,0.9504204392433167,93600.0,0.0,0.0,0.020442957058548927
94,2000-05-22,0.9361404776573181,0.9361404776573181,0.9044072031974792,0.9297939538955688,1172700.0,0.0,0.0,-0.021702485159039497
95,2000-05-23,0.9504205584526062,0.9504205584526062,0.8901270627975464,0.8901270627975464,234900.0,0.0,0.0,-0.04266202449798584
96,2000-05-24,0.8885397911071777,0.9202735424041748,0.8758466839790344,0.9186869859695435,202500.0,0.0,0.0,0.032085221260786057
97,2000-05-25,0.9504203796386719,0.9504203796386719,0.8885399103164673,0.8885399103164673,283500.0,0.0,0.0,-0.032815393060445786
98,2000-05-26,0.9107538461685181,0.932967483997345,0.9107538461685181,0.9234474301338196,69300.0,0.0,0.0,0.039286382496356964
99,2000-05-29,0.9361402988433838,0.9361402988433838,0.8917134404182434,0.917100191116333,399600.0,0.0,0.0,-0.006873416714370251
100,2000-05-30,0.9440738558769226,0.9440738558769226,0.8964734673500061,0.9329673051834106,335700.0,0.0,0.0,0.017301397398114204
101,2000-05-31,0.9202736616134644,0.942487359046936,0.8568066358566284,0.8885399103164673,382500.0,0.0,0.0,-0.04761945456266403
102,2000-06-01,0.8964734077453613,0.9091669917106628,0.8917133808135986,0.9091669917106628,304200.0,0.0,0.0,0.02321458049118519
103,2000-06-02,0.936140239238739,0.9377272725105286,0.9202736616134644,0.936140239238739,452700.0,0.0,0.0,0.029668089002370834
104,2000-06-05,0.9282073974609375,0.9488340616226196,0.9123402833938599,0.9123402833938599,418500.0,0.0,0.0,-0.02542349323630333
105,2000-06-07,0.9059935212135315,0.942487359046936,0.9059935212135315,0.942487359046936,254700.0,0.0,0.0,0.03304367512464523
106,2000-06-08,0.9488343000411987,0.9520078301429749,0.9202740788459778,0.9282076358795166,332100.0,0.0,0.0,-0.015151103027164936
107,2000-06-09,0.928207278251648,0.9329673051834106,0.9202737212181091,0.9329673051834106,43200.0,0.0,0.0,0.005127806682139635
108,2000-06-12,0.9202738404273987,0.9361404180526733,0.9044072031974792,0.9202738404273987,459000.0,0.0,0.0,-0.01360547635704279
109,2000-06-13,0.9329671859741211,0.9424872398376465,0.9123400449752808,0.9345536828041077,302400.0,0.0,0.0,0.015516948886215687
110,2000-06-14,0.934553861618042,0.934553861618042,0.8964735865592957,0.9075801968574524,866700.0,0.0,0.0,-0.028862426057457924
111,2000-06-15,0.9329673051834106,0.959940493106842,0.9059935808181763,0.9504204392433167,1130400.0,0.0,0.0,0.0472027063369751
112,2000-06-16,0.9599406719207764,0.9980210661888123,0.9440740942955017,0.9551806449890137,757800.0,0.0,0.0,0.005008526146411896
113,2000-06-19,0.9837409257888794,0.9837409257888794,0.9361405968666077,0.9837409257888794,586800.0,0.0,0.0,0.02990039810538292
114,2000-06-20,0.9996078014373779,1.0091278553009033,0.9678741097450256,1.0075409412384033,648900.0,0.0,0.0,0.024193378165364265
115,2000-06-21,0.9996081590652466,1.0916354656219482,0.9996081590652466,1.078941822052002,617400.0,0.0,0.0,0.07086648046970367
116,2000-06-23,1.077355146408081,1.077355146408081,1.031341314315796,1.063075065612793,281700.0,0.0,0.0,-0.014705849811434746
117,2000-06-26,1.03927481174469,1.045621395111084,1.0154746770858765,1.02340829372406,914400.0,0.0,0.0,-0.03731323778629303
118,2000-06-27,1.0107147693634033,1.047208547592163,1.0107147693634033,1.0392749309539795,641700.0,0.0,0.0,0.015503721311688423
119,2000-06-28,1.0599011182785034,1.0630747079849243,1.0218209028244019,1.0218209028244019,350100.0,0.0,0.0,-0.01679442822933197
120,2000-06-29,1.0313409566879272,1.044034481048584,1.0091277360916138,1.0265809297561646,186300.0,0.0,0.0,0.004658376798033714
121,2000-06-30,1.0154746770858765,1.031341314315796,1.0011945962905884,1.02340829372406,251100.0,0.0,0.0,-0.003090488025918603
122,2000-07-03,1.0234086513519287,1.0630754232406616,1.0154750347137451,1.0313416719436646,149400.0,0.0,0.0,0.007751918863505125
123,2000-07-04,1.031341314315796,1.0599015951156616,1.0011945962905884,1.0154746770858765,369900.0,0.0,0.0,-0.015384809114038944
124,2000-07-05,1.0281685590744019,1.0440350770950317,1.0154749155044556,1.0297549962997437,229500.0,0.0,0.0,0.014062703587114811
125,2000-07-06,1.0487948656082153,1.0662485361099243,1.0265812873840332,1.063075065612793,729000.0,0.0,0.0,0.03235727921128273
126,2000-07-07,1.071008563041687,1.0868752002716064,1.063075065612793,1.063075065612793,479700.0,0.0,0.0,0.0
127,2000-07-10,1.0789417028427124,1.101155400276184,1.069421648979187,1.0710086822509766,623700.0,0.0,0.0,0.007462894078344107
128,2000-07-11,1.0472081899642944,1.059901237487793,1.0027809143066406,1.037688136100769,422100.0,0.0,0.0,-0.031111368909478188
129,2000-07-12,1.0535547733306885,1.0535547733306885,1.0091279745101929,1.0281682014465332,306900.0,0.0,0.0,-0.009174177423119545
130,2000-07-13,1.0186482667922974,1.0440349578857422,0.999608039855957,1.0011945962905884,137700.0,0.0,0.0,-0.026234623044729233
131,2000-07-14,0.9932606220245361,1.020234227180481,0.9916740655899048,1.0107141733169556,490500.0,0.0,0.0,0.009508218616247177
132,2000-07-17,0.9948481917381287,1.0361015796661377,0.9916747212409973,1.0297549962997437,119700.0,0.0,0.0,0.018838979303836823
133,2000-07-18,1.03927481174469,1.0472084283828735,0.9678743481636047,0.9678743481636047,163800.0,0.0,0.0,-0.06009259447455406
134,2000-07-19,0.9996082186698914,1.0059547424316406,0.9726345539093018,0.9805680513381958,279000.0,0.0,0.0,0.013115032576024532
135,2000-07-20,0.9916744828224182,1.0154746770858765,0.9837408661842346,1.0154746770858765,117000.0,0.0,0.0,0.03559837117791176
136,2000-07-21,1.0138882398605347,1.0202347040176392,1.0075411796569824,1.0154746770858765,236700.0,0.0,0.0,0.0
137,2000-07-24,1.005954384803772,1.0297545194625854,0.9996078014373779,1.012300968170166,171000.0,0.0,0.0,-0.0031253451015800238
138,2000-07-25,1.0027809143066406,1.0075409412384033,0.9837406277656555,0.9853276610374451,148500.0,0.0,0.0,-0.026645541191101074
139,2000-07-26,0.9869142174720764,1.0170609951019287,0.9837406873703003,1.0075409412384033,274500.0,0.0,0.0,0.022544054314494133
140,2000-07-27,0.9996075630187988,1.012300729751587,0.9885005950927734,1.0107141733169556,263700.0,0.0,0.0,0.0031494819559156895
141,2000-07-28,1.013887882232666,1.013887882232666,0.9837405681610107,0.9916741847991943,113400.0,0.0,0.0,-0.018838154152035713
142,2000-07-31,0.9996076822280884,0.9996076822280884,0.9805675745010376,0.9916741847991943,57600.0,0.0,0.0,0.0
143,2000-08-01,0.9789808988571167,1.0075411796569824,0.9758079051971436,0.9837409257888794,113400.0,0.0,0.0,-0.007999864406883717
144,2000-08-02,0.9837406873703003,1.0027809143066406,0.9535940289497375,0.9789806604385376,456300.0,0.0,0.0,-0.004838942084461451
145,2000-08-03,0.9599402546882629,1.0154742002487183,0.9551802277565002,1.0107141733169556,334800.0,0.0,0.0,0.03241484984755516
146,2000-08-04,1.026581048965454,1.0281680822372437,0.977394163608551,0.9853276610374451,42300.0,0.0,0.0,-0.02511739917099476
147,2000-08-07,1.0154743194580078,1.0154743194580078,0.9853275418281555,1.002780795097351,189900.0,0.0,0.0,0.017713025212287903
148,2000-08-08,1.0059547424316406,1.0249948501586914,0.9996080994606018,1.0170613527297974,1077300.0,0.0,0.0,0.014240956865251064
149,2000-08-09,1.023408055305481,1.023408055305481,0.9805676341056824,1.0138880014419556,666000.0,0.0,0.0,-0.0031201178207993507
150,2000-08-10,0.9996078610420227,1.0170611143112183,0.986914336681366,0.9964343905448914,234900.0,0.0,0.0,-0.017214534804224968
151,2000-08-11,0.9853278994560242,1.0154746770858765,0.9853278994560242,1.0154746770858765,358200.0,0.0,0.0,0.019108420237898827
152,2000-08-14,0.9996076226234436,1.0376880168914795,0.983740508556366,1.0218209028244019,608400.0,0.0,0.0,0.006249516271054745
153,2000-08-15,1.0154742002487183,1.0313408374786377,1.0075407028198242,1.0091276168823242,416700.0,0.0,0.0,-0.012422221712768078
154,2000-08-16,0.9758080244064331,1.0154749155044556,0.9599409103393555,0.9694609642028809,1466100.0,0.0,0.0,-0.039307866245508194
155,2000-08-17,0.9996075630187988,1.0281678438186646,0.9837404489517212,1.0107141733169556,944100.0,0.0,0.0,0.042552728205919266
156,2000-08-18,1.010714054107666,1.0123006105422974,0.9885004162788391,0.9885004162788391,151200.0,0.0,0.0,-0.02197827771306038
157,2000-08-21,0.9837406873703003,0.9885008335113525,0.9726341962814331,0.9869142770767212,202500.0,0.0,0.0,-0.0016045913798734546
158,2000-08-22,0.9837405681610107,1.028167963027954,0.9837405681610107,0.9916741847991943,402300.0,0.0,0.0,0.004823020659387112
159,2000-08-23,0.9916743636131287,1.015474557876587,0.9821543097496033,0.9996078610420227,304200.0,0.0,0.0,0.008000285364687443
160,2000-08-24,0.9853277206420898,0.9980208873748779,0.9837406873703003,0.9980208873748779,78300.0,0.0,0.0,-0.0015875962562859058
161,2000-08-25,1.0075411796569824,1.0297547578811646,0.9916744828224182,1.0154746770858765,803700.0,0.0,0.0,0.017488401383161545
162,2000-08-28,1.0027811527252197,1.02340829372406,1.0027811527252197,1.0154746770858765,780300.0,0.0,0.0,0.0
163,2000-08-29,1.0011943578720093,1.0138880014419556,0.9916743040084839,1.0138880014419556,369900.0,0.0,0.0,-0.0015624965308234096
164,2000-08-30,1.0123012065887451,1.0123012065887451,0.9773944616317749,0.9837409257888794,577800.0,0.0,0.0,-0.02973412722349167
165,2000-08-31,0.9869139790534973,0.998020589351654,0.9694603085517883,0.9773939251899719,577800.0,0.0,0.0,-0.006451902445405722
166,2000-09-01,0.9837408661842346,1.0265812873840332,0.9837408661842346,1.02340829372406,947700.0,0.0,0.0,0.047078631818294525
167,2000-09-04,1.023408055305481,1.0472081899642944,1.023408055305481,1.037688136100769,848700.0,0.0,0.0,0.013953221030533314
168,2000-09-05,1.0376880168914795,1.0376880168914795,1.0154743194580078,1.0218209028244019,502200.0,0.0,0.0,-0.015290945768356323
169,2000-09-06,1.0154743194580078,1.0424480438232422,1.0059542655944824,1.0265809297561646,292500.0,0.0,0.0,0.004658376798033714
170,2000-09-08,1.044034481048584,1.044034481048584,1.0234079360961914,1.0265809297561646,277200.0,0.0,0.0,0.0
171,2000-09-11,1.0265812873840332,1.031341314315796,1.0027811527252197,1.0154746770858765,229500.0,0.0,0.0,-0.010818681679666042
172,2000-09-12,1.015474557876587,1.0234081745147705,0.9996078610420227,0.9996078610420227,226800.0,0.0,0.0,-0.01562502421438694
173,2000-09-13,0.9853280186653137,1.0456215143203735,0.9853280186653137,1.0424485206604004,378000.0,0.0,0.0,0.04285746440291405
174,2000-09-14,1.0313410758972168,1.0345145463943481,1.0043678283691406,1.0075409412384033,161100.0,0.0,0.0,-0.03348614275455475
175,2000-09-15,0.9837407469749451,1.0043679475784302,0.9837407469749451,0.9996078610420227,123300.0,0.0,0.0,-0.00787370465695858
176,2000-09-18,0.9996077418327332,1.0043678283691406,0.977394163608551,0.9853276610374451,143100.0,0.0,0.0,-0.014285801909863949
177,2000-09-19,0.999608039855957,1.0154746770858765,0.9837408661842346,1.0154746770858765,184500.0,0.0,0.0,0.0305959302932024
178,2000-09-20,0.9916743040084839,1.0138880014419556,0.9805676341056824,1.0075409412384033,498600.0,0.0,0.0,-0.007812834344804287
179,2000-09-21,0.999608039855957,1.031341314315796,0.9932610988616943,1.02340829372406,660600.0,0.0,0.0,0.01574859395623207
180,2000-09-22,1.0154744386672974,1.0551412105560303,1.0075409412384033,1.0551412105560303,328500.0,0.0,0.0,0.03100709430873394
181,2000-09-25,1.0583146810531616,1.0757683515548706,1.0472081899642944,1.0646612644195557,708300.0,0.0,0.0,0.009022540412843227
182,2000-09-26,1.0630751848220825,1.1027418375015259,1.0154746770858765,1.0154746770858765,504000.0,0.0,0.0,-0.04619928449392319
183,2000-09-27,1.0234081745147705,1.0456212759017944,0.969460666179657,0.9996078610420227,440100.0,0.0,0.0,-0.01562502421438694
184,2000-09-28,1.0059545040130615,1.0234081745147705,0.9837408065795898,1.0043679475784302,118800.0,0.0,0.0,0.004761953838169575
185,2000-09-29,1.004367709159851,1.004367709159851,0.9853276014328003,0.9916741847991943,241200.0,0.0,0.0,-0.012638558633625507
186,2000-10-02,0.9932608604431152,1.0075409412384033,0.9758076071739197,1.0075409412384033,209700.0,0.0,0.0,0.015999969094991684
187,2000-10-03,1.0075409412384033,1.0154744386672974,0.9758076071739197,1.0138880014419556,225900.0,0.0,0.0,0.006299555767327547
188,2000-10-04,1.0138882398605347,1.02340829372406,0.9678743481636047,1.02340829372406,216000.0,0.0,0.0,0.009389885701239109
189,2000-10-06,1.0234085321426392,1.0234085321426392,0.9758080244064331,0.9805680513381958,738000.0,0.0,0.0,-0.04186036437749863
190,2000-10-09,0.9837406873703003,0.9996078014373779,0.9678741097450256,0.9980208873748779,289800.0,0.0,0.0,0.01779869943857193
191,2000-10-10,0.9996077418327332,0.9996077418327332,0.9758076071739197,0.9758076071739197,85500.0,0.0,0.0,-0.022257329896092415
192,2000-10-11,0.9758079051971436,1.0138882398605347,0.9694608449935913,0.974220871925354,198900.0,0.0,0.0,-0.0016260738484561443
193,2000-10-13,0.9678741693496704,1.0075410604476929,0.9678741693496704,0.9996078610420227,172800.0,0.0,0.0,0.026058761402964592
194,2000-10-16,0.986914336681366,1.029754638671875,0.9853277802467346,0.9964343905448914,298800.0,0.0,0.0,-0.003174715442582965
195,2000-10-17,0.9916746616363525,0.9996082186698914,0.9773945808410645,0.9805680513381958,334800.0,0.0,0.0,-0.015923114493489265
196,2000-10-18,0.9551805853843689,0.9678742289543152,0.8647398948669434,0.9202738404273987,1526400.0,0.0,0.0,-0.06148906424641609
197,2000-10-19,0.9440739154815674,0.9520074725151062,0.9218602776527405,0.9520074725151062,345600.0,0.0,0.0,0.034482814371585846
198,2000-10-20,0.9202738404273987,0.9440740346908569,0.9075802564620972,0.9202738404273987,272700.0,0.0,0.0,-0.03333338722586632
199,2000-10-23,0.9091673493385315,0.9361405968666077,0.8583934903144836,0.8726735711097717,396000.0,0.0,0.0,-0.05172402784228325
200,2000-10-25,0.8726735711097717,0.9520077109336853,0.8583934903144836,0.8726735711097717,392400.0,0.0,0.0,0.0
201,2000-10-26,0.8726734519004822,0.9044072031974792,0.8726734519004822,0.9044072031974792,277200.0,0.0,0.0,0.036363691091537476
202,2000-10-27,0.9504204988479614,0.9504204988479614,0.9155137538909912,0.940900444984436,276300.0,0.0,0.0,0.04035045579075813
203,2000-10-30,0.9155136942863464,0.9520074725151062,0.874259889125824,0.9520074725151062,96300.0,0.0,0.0,0.011804678477346897
204,2000-10-31,0.9615272283554077,0.99167400598526,0.9266200065612793,0.9266200065612793,138600.0,0.0,0.0,-0.026667296886444092
205,2000-11-01,0.9282073378562927,0.9520074725151062,0.9123401641845703,0.9520074725151062,52200.0,0.0,0.0,0.027397925034165382
206,2000-11-03,0.9535940289497375,0.9742206335067749,0.9044070839881897,0.9520074725151062,282600.0,0.0,0.0,0.0
207,2000-11-06,0.9488341212272644,0.9916744828224182,0.9282074570655823,0.9551806449890137,365400.0,0.0,0.0,0.0033331383019685745
208,2000-11-07,0.9282074570655823,0.9599406719207764,0.92186039686203,0.9297939538955688,113400.0,0.0,0.0,-0.026577895507216454
