,level_0,index,Date,Open,High,Low,Close,Volume,Stock Splits,Var,Dividends,Earnings,Operating Income,pbRatio,peRatio,psRatio,EPS,Gross Profit Margin,Operating Profit Margin,ROA,RNOA,ROE,Inventory Turnover,Receivable Turnover,Asset Turnover,Operating Cash Flow,Free Cash Flow,Cash Flow to Debt Ratio,Cash Flow Expenditure Ratio,Current Ratio,Quick Ratio,Interest Coverage Ratio,Debt To Equity Ratio,Debt To Capital Ratio,Book Value of Equity,Momentum,52 Week High Ratio,VMA,Interest Rate,Industrial Production,Unemployment Rate,Interest Rate Spread,Money Supply,FDI,Inflation Rate,Exchange Rates,GDP Growth Rate
0,364,4032,2017-01-02,18.555469512939453,18.716341018676758,18.47780990600586,18.5998477935791,3105150.0,0.0,-0.009014385752379894,0.01,23193000000,0.0,1.9210590280945103,11.274056242486957,2.8874541607164548,4.810458581835876,1.0,0.36449970736663095,0.016148426550177234,-0.11893175256780386,0.17653640639985385,0,10.806324582338902,0.0,33008000000.0,62018000000.0,0.08479766528968083,35.00318133616119,0.7732828446914106,0.33798747493306147,0.0,2.962870495821218,0.7476576635409904,136112000000.0,0.8965454663563708,0.8772748773510747,0.09542820441123677,41.7603044530048,2.3095419075268597,12.8199996948242,38.4031334681184,4.19015091299095,-47544559630.34,3.4463733503267204,3.1913894463004797,1.32286905404399
1,365,4033,2017-01-03,18.77182388305664,19.39866065979004,18.738540649414062,19.38756561279297,25215000.0,0.0,0.04235076531767845,0.0,23193000000,0.0,1.9210590280945103,11.274056242486957,2.8874541607164548,4.810458581835876,1.0,0.36449970736663095,0.016148426550177234,-0.11893175256780386,0.17653640639985385,0,10.806324582338902,0.0,33008000000.0,62018000000.0,0.08479766528968083,35.00318133616119,0.7732828446914106,0.33798747493306147,0.0,2.962870495821218,0.7476576635409904,136112000000.0,0.9954847543510761,0.9144281412329791,0.12213601405484704,41.7603044530048,2.3095419075268597,12.8199996948242,38.4031334681184,4.19015091299095,-47544559630.34,3.4463733503267204,3.1913894463004797,1.32286905404399
2,366,4034,2017-01-04,19.304340362548828,19.542869567871094,19.25441551208496,19.47075653076172,13619250.0,0.0,0.0042909421026706696,0.0,23193000000,0.0,1.9210590280945103,11.274056242486957,2.8874541607164548,4.810458581835876,1.0,0.36449970736663095,0.016148426550177234,-0.11893175256780386,0.17653640639985385,0,10.806324582338902,0.0,33008000000.0,62018000000.0,0.08479766528968083,35.00318133616119,0.7732828446914106,0.33798747493306147,0.0,2.962870495821218,0.7476576635409904,136112000000.0,0.9722796755502017,0.9183518992748568,0.14043418496954463,41.7603044530048,2.3095419075268597,12.8199996948242,38.4031334681184,4.19015091299095,-47544559630.34,3.4463733503267204,3.1913894463004797,1.32286905404399
3,367,4035,2017-01-05,19.4652156829834,19.958919525146484,19.309894561767578,19.737030029296875,21988800.0,0.0,0.013675560243427753,0.0,23193000000,0.0,1.9210590280945103,11.274056242486957,2.8874541607164548,4.810458581835876,1.0,0.36449970736663095,0.016148426550177234,-0.11893175256780386,0.17653640639985385,0,10.806324582338902,0.0,33008000000.0,62018000000.0,0.08479766528968083,35.00318133616119,0.7732828446914106,0.33798747493306147,0.0,2.962870495821218,0.7476576635409904,136112000000.0,0.9264657824491053,0.9309108757440036,0.15312087942569375,41.7603044530048,2.3095419075268597,12.8199996948242,38.4031334681184,4.19015091299095,-47544559630.34,3.4463733503267204,3.1913894463004797,1.32286905404399
4,368,4036,2017-01-06,19.714847564697266,19.897905349731445,19.531787872314453,19.80360221862793,14017650.0,0.0,0.0033729588612914085,0.0,23193000000,0.0,1.9210590280945103,11.274056242486957,2.8874541607164548,4.810458581835876,1.0,0.36449970736663095,0.016148426550177234,-0.11893175256780386,0.17653640639985385,0,10.806324582338902,0.0,33008000000.0,62018000000.0,0.08479766528968083,35.00318133616119,0.7732828446914106,0.33798747493306147,0.0,2.962870495821218,0.7476576635409904,136112000000.0,0.9485278175822467,0.9340507997841645,0.15657107110920412,41.7603044530048,2.3095419075268597,12.8199996948242,38.4031334681184,4.19015091299095,-47544559630.34,3.4463733503267204,3.1913894463004797,1.32286905404399
5,369,4037,2017-01-09,19.609434127807617,19.97000503540039,19.515132904052734,19.897891998291016,16102650.0,0.0,0.0047612437047064304,0.0,23193000000,0.0,1.9210590280945103,11.274056242486957,2.8874541607164548,4.810458581835876,1.0,0.36449970736663095,0.016148426550177234,-0.11893175256780386,0.17653640639985385,0,10.806324582338902,0.0,33008000000.0,62018000000.0,0.08479766528968083,35.00318133616119,0.7732828446914106,0.33798747493306147,0.0,2.962870495821218,0.7476576635409904,136112000000.0,0.9753440987696831,0.9384980434287038,0.15671359522796605,41.7603044530048,2.3095419075268597,12.8199996948242,38.4031334681184,4.19015091299095,-47544559630.34,3.4463733503267204,3.1913894463004797,1.32286905404399
6,370,4038,2017-01-10,20.02548599243164,20.153072357177734,19.731483459472656,19.83133316040039,11749950.0,0.0,-0.0033450196497142315,0.0,23193000000,0.0,1.9210590280945103,11.274056242486957,2.8874541607164548,4.810458581835876,1.0,0.36449970736663095,0.016148426550177234,-0.11893175256780386,0.17653640639985385,0,10.806324582338902,0.0,33008000000.0,62018000000.0,0.08479766528968083,35.00318133616119,0.7732828446914106,0.33798747493306147,0.0,2.962870495821218,0.7476576635409904,136112000000.0,0.889065284728753,0.9353587491186028,0.16673447137539604,41.7603044530048,2.3095419075268597,12.8199996948242,38.4031334681184,4.19015091299095,-47544559630.34,3.4463733503267204,3.1913894463004797,1.32286905404399
7,371,4039,2017-01-11,19.964468002319336,20.053224563598633,19.664918899536133,19.87016487121582,11560050.0,0.0,0.0019580989610403776,0.0,23193000000,0.0,1.9210590280945103,11.274056242486957,2.8874541607164548,4.810458581835876,1.0,0.36449970736663095,0.016148426550177234,-0.11893175256780386,0.17653640639985385,0,10.806324582338902,0.0,33008000000.0,62018000000.0,0.08479766528968083,35.00318133616119,0.7732828446914106,0.33798747493306147,0.0,2.962870495821218,0.7476576635409904,136112000000.0,0.9022699464519033,0.9371902740171398,0.16043452301363076,41.7603044530048,2.3095419075268597,12.8199996948242,38.4031334681184,4.19015091299095,-47544559630.34,3.4463733503267204,3.1913894463004797,1.32286905404399
8,372,4040,2017-01-12,20.302845001220703,20.441524505615234,20.136428833007812,20.374958038330078,21567900.0,0.0,0.02540457807481289,0.0,23193000000,0.0,1.9210590280945103,11.274056242486957,2.8874541607164548,4.810458581835876,1.0,0.36449970736663095,0.016148426550177234,-0.11893175256780386,0.17653640639985385,0,10.806324582338902,0.0,33008000000.0,62018000000.0,0.08479766528968083,35.00318133616119,0.7732828446914106,0.33798747493306147,0.0,2.962870495821218,0.7476576635409904,136112000000.0,0.976303896752887,0.9609991980837495,0.18391371803091647,41.7603044530048,2.3095419075268597,12.8199996948242,38.4031334681184,4.19015091299095,-47544559630.34,3.4463733503267204,3.1913894463004797,1.32286905404399
9,373,4041,2017-01-13,20.302845001220703,20.48035430908203,19.820236206054688,19.95891571044922,10448850.0,0.0,-0.020419297739863396,0.0,23193000000,0.0,1.9210590280945103,11.274056242486957,2.8874541607164548,4.810458581835876,1.0,0.36449970736663095,0.016148426550177234,-0.11893175256780386,0.17653640639985385,0,10.806324582338902,0.0,33008000000.0,62018000000.0,0.08479766528968083,35.00318133616119,0.7732828446914106,0.33798747493306147,0.0,2.962870495821218,0.7476576635409904,136112000000.0,0.7936043812185604,0.9413762696482526,0.17432066714707742,41.7603044530048,2.3095419075268597,12.8199996948242,38.4031334681184,4.19015091299095,-47544559630.34,3.4463733503267204,3.1913894463004797,1.32286905404399
