,Unnamed: 0,Date,Close,Open,High,Low,Volume,Var%,Var
574,574,2007-04-30,3147.24,3147.24,3147.24,3147.24,0,"-1,96%",-0.019591106101870537
575,575,2007-05-02,3200.64,3200.64,3200.64,3200.64,0,"1,70%",0.016967248171567917
576,576,2007-05-03,3258.13,3258.13,3258.13,3258.13,0,"1,80%",0.017962032929062843
577,577,2007-05-04,3296.11,3296.11,3296.11,3296.11,0,"1,17%",0.011656993068754673
578,578,2007-05-07,3301.51,3301.51,3301.51,3301.51,0,"0,16%",0.0016382948961108923
579,579,2007-05-08,3357.6,3357.6,3357.6,3357.6,0,"1,70%",0.016989195719361305
580,580,2007-05-09,3481.79,3481.79,3481.79,3481.79,0,"3,70%",0.036987729370594025
581,581,2007-05-10,3384.91,3384.91,3384.91,3384.91,0,"-2,78%",-0.02782476879656315
582,582,2007-05-11,3405.32,3405.32,3405.32,3405.32,0,"0,60%",0.006029702257364988
583,583,2007-05-14,3344.74,3344.74,3344.74,3344.74,0,"-1,78%",-0.0177898108959198
584,584,2007-05-15,3371.77,3371.77,3371.77,3371.77,0,"0,81%",0.008081345818936825
585,585,2007-05-16,3477.02,3477.02,3477.02,3477.02,0,"3,12%",0.031215058639645576
586,586,2007-05-17,3502.36,3502.36,3502.36,3502.36,0,"0,73%",0.007287850137799978
587,587,2007-05-18,3569.7,3569.7,3569.7,3569.7,0,"1,92%",0.019227035343647003
588,588,2007-05-21,3583.26,3583.26,3583.26,3583.26,0,"0,38%",0.0037986384704709053
589,589,2007-05-22,3534.48,3534.48,3534.48,3534.48,0,"-1,36%",-0.013613302260637283
590,590,2007-05-23,3516.2,3516.2,3516.2,3516.2,0,"-0,52%",-0.005171906668692827
591,591,2007-05-24,3414.14,3414.14,3414.14,3414.14,0,"-2,90%",-0.02902565337717533
592,592,2007-05-25,3459.41,3459.41,3459.41,3459.41,0,"1,33%",0.013259561732411385
593,593,2007-05-28,3502.02,3502.02,3502.02,3502.02,0,"1,23%",0.012317129410803318
594,594,2007-05-29,3479.36,3479.36,3479.36,3479.36,0,"-0,65%",-0.006470551248639822
595,595,2007-05-30,3503.23,3503.23,3503.23,3503.23,0,"0,69%",0.006860456895083189
596,596,2007-05-31,3468.8,3468.8,3468.8,3468.8,0,"-0,98%",-0.009828072972595692
597,597,2007-06-01,3566.79,3566.79,3566.79,3566.79,0,"2,82%",0.02824896201491356
598,598,2007-06-04,3538.42,3538.42,3538.42,3538.42,0,"-0,80%",-0.007953930646181107
599,599,2007-06-05,3538.15,3538.15,3538.15,3538.15,0,"-0,01%",-7.630524487467483e-05
600,600,2007-06-06,3467.13,3467.13,3467.13,3467.13,0,"-2,01%",-0.020072637125849724
601,601,2007-06-08,3461.55,3461.55,3461.55,3461.55,0,"-0,16%",-0.0016094002639874816
602,602,2007-06-11,3487.82,3487.82,3487.82,3487.82,0,"0,76%",0.0075890859588980675
603,603,2007-06-12,3403.49,3403.49,3403.49,3403.49,0,"-2,42%",-0.02417842671275139
604,604,2007-06-13,3445.03,3445.03,3445.03,3445.03,0,"1,22%",0.012205119244754314
605,605,2007-06-14,3489.86,3489.86,3489.86,3489.86,0,"1,30%",0.013012949377298355
606,606,2007-06-15,3555.69,3555.69,3555.69,3555.69,0,"1,89%",0.018863221630454063
607,607,2007-06-18,3550.9,3550.9,3550.9,3550.9,0,"-0,13%",-0.0013471365673467517
608,608,2007-06-19,3560.35,3560.35,3560.35,3560.35,0,"0,27%",0.002661297097802162
609,609,2007-06-20,3528.71,3528.71,3528.71,3528.71,0,"-0,89%",-0.008886766619980335
610,610,2007-06-21,3551.24,3551.24,3551.24,3551.24,0,"0,64%",0.006384769454598427
611,611,2007-06-22,3538.79,3538.79,3538.79,3538.79,0,"-0,35%",-0.0035058176144957542
612,612,2007-06-25,3524.28,3524.28,3524.28,3524.28,0,"-0,41%",-0.004100271500647068
613,613,2007-06-26,3487.96,3487.96,3487.96,3487.96,0,"-1,03%",-0.01030565146356821
614,614,2007-06-27,3490.9,3490.9,3490.9,3490.9,0,"0,08%",0.0008428995497524738
615,615,2007-06-28,3487.04,3487.04,3487.04,3487.04,0,"-0,11%",-0.0011057320516556501
616,616,2007-06-29,3504.67,3504.67,3504.67,3504.67,0,"0,51%",0.005055863875895739
617,617,2007-07-02,3531.71,3531.71,3531.71,3531.71,0,"0,77%",0.007715419866144657
618,618,2007-07-03,3564.67,3564.67,3564.67,3564.67,0,"0,93%",0.00933258980512619
619,619,2007-07-04,3546.42,3546.42,3546.42,3546.42,0,"-0,51%",-0.005119688343256712
620,620,2007-07-05,3548.92,3548.92,3548.92,3548.92,0,"0,07%",0.0007049362175166607
621,621,2007-07-06,3559.92,3559.92,3559.92,3559.92,0,"0,31%",0.0030995344277471304
622,622,2007-07-10,3533.82,3533.82,3533.82,3533.82,0,"-0,73%",-0.007331625558435917
623,623,2007-07-11,3599.96,3599.96,3599.96,3599.96,0,"1,87%",0.018716290593147278
624,624,2007-07-12,3750.15,3750.15,3750.15,3750.15,0,"4,17%",0.04171990975737572
625,625,2007-07-13,3725.65,3725.65,3725.65,3725.65,0,"-0,65%",-0.006533071864396334
626,626,2007-07-16,3790.41,3790.41,3790.41,3790.41,0,"1,74%",0.017382202669978142
627,627,2007-07-17,3809.74,3809.74,3809.74,3809.74,0,"0,51%",0.005099711939692497
628,628,2007-07-18,3828.35,3828.35,3828.35,3828.35,0,"0,49%",0.004884847905486822
629,629,2007-07-19,3863.84,3863.84,3863.84,3863.84,0,"0,93%",0.009270312264561653
630,630,2007-07-20,3790.11,3790.11,3790.11,3790.11,0,"-1,91%",-0.019082052633166313
631,631,2007-07-23,3842.1,3842.1,3842.1,3842.1,0,"1,37%",0.013717279769480228
632,632,2007-07-24,3686.72,3686.72,3686.72,3686.72,0,"-4,04%",-0.040441423654556274
633,633,2007-07-25,3659.28,3659.28,3659.28,3659.28,0,"-0,74%",-0.007442930247634649
634,634,2007-07-26,3572.87,3572.87,3572.87,3572.87,0,"-2,36%",-0.023613935336470604
635,635,2007-07-27,3471.56,3471.56,3471.56,3471.56,0,"-2,84%",-0.02835535630583763
636,636,2007-07-30,3573.58,3573.58,3573.58,3573.58,0,"2,94%",0.02938736416399479
637,637,2007-07-31,3563.82,3563.82,3563.82,3563.82,0,"-0,27%",-0.0027311546728014946
638,638,2007-08-01,3552.93,3552.93,3552.93,3552.93,0,"-0,31%",-0.0030557098798453808
639,639,2007-08-02,3595.11,3595.11,3595.11,3595.11,0,"1,19%",0.011871892027556896
640,640,2007-08-03,3519.4,3519.4,3519.4,3519.4,0,"-2,11%",-0.02105916105210781
641,641,2007-08-06,3514.64,3514.64,3514.64,3514.64,0,"-0,14%",-0.0013525033136829734
642,642,2007-08-07,3496.94,3496.94,3496.94,3496.94,0,"-0,50%",-0.0050360774621367455
643,643,2007-08-08,3559.05,3559.05,3559.05,3559.05,0,"1,78%",0.017761243507266045
644,644,2007-08-09,3499.58,3499.58,3499.58,3499.58,0,"-1,67%",-0.01670951582491398
645,645,2007-08-10,3506.29,3506.29,3506.29,3506.29,0,"0,19%",0.0019173729233443737
646,646,2007-08-13,3457.35,3457.35,3457.35,3457.35,0,"-1,40%",-0.013957773335278034
647,647,2007-08-14,3395.76,3395.76,3395.76,3395.76,0,"-1,78%",-0.01781422272324562
648,648,2007-08-15,3263.04,3263.04,3263.04,3263.04,0,"-3,91%",-0.03908403590321541
649,649,2007-08-16,3170.1,3170.1,3170.1,3170.1,0,"-2,85%",-0.028482642024755478
650,650,2007-08-17,3220.28,3220.28,3220.28,3220.28,0,"1,58%",0.01582915335893631
651,651,2007-08-20,3315.14,3315.14,3315.14,3315.14,0,"2,95%",0.02945706620812416
652,652,2007-08-21,3346.34,3346.34,3346.34,3346.34,0,"0,94%",0.00941136758774519
653,653,2007-08-22,3455.75,3455.75,3455.75,3455.75,0,"3,27%",0.03269542381167412
654,654,2007-08-23,3431.55,3431.55,3431.55,3431.55,0,"-0,70%",-0.007002821192145348
655,655,2007-08-24,3486.0,3486.0,3486.0,3486.0,0,"1,59%",0.015867464244365692
656,656,2007-08-27,3488.23,3488.23,3488.23,3488.23,0,"0,06%",0.0006397016695700586
657,657,2007-08-28,3377.97,3377.97,3377.97,3377.97,0,"-3,16%",-0.03160915523767471
658,658,2007-08-29,3384.67,3384.67,3384.67,3384.67,0,"0,20%",0.0019834397826343775
659,659,2007-08-30,3394.87,3394.87,3394.87,3394.87,0,"0,30%",0.0030135877896100283
660,660,2007-08-31,3524.85,3524.85,3524.85,3524.85,0,"3,83%",0.03828718140721321
661,661,2007-09-03,3553.57,3553.57,3553.57,3553.57,0,"0,81%",0.00814786460250616
662,662,2007-09-04,3236.7,3236.7,3236.7,3236.7,0,"-8,92%",-0.08916947990655899
663,663,2007-09-05,3164.74,3164.74,3164.74,3164.74,0,"-2,22%",-0.022232521325349808
664,664,2007-09-06,3138.0,3138.0,3138.0,3138.0,0,"-0,84%",-0.008449351415038109
665,665,2007-09-10,3020.46,3020.46,3020.46,3020.46,0,"-3,75%",-0.03745697811245918
666,666,2007-09-11,3041.48,3041.48,3041.48,3041.48,0,"0,70%",0.006959205027669668
667,667,2007-09-12,3056.11,3056.11,3056.11,3056.11,0,"0,48%",0.004810158163309097
668,668,2007-09-13,3147.86,3147.86,3147.86,3147.86,0,"3,00%",0.030021825805306435
669,669,2007-09-14,3162.73,3162.73,3162.73,3162.73,0,"0,47%",0.004723844118416309
670,670,2007-09-17,3106.92,3106.92,3106.92,3106.92,0,"-1,76%",-0.017646146938204765
671,671,2007-09-18,3248.65,3248.65,3248.65,3248.65,0,"4,56%",0.04561752453446388
672,672,2007-09-19,3279.89,3279.89,3279.89,3279.89,0,"0,96%",0.009616302326321602
673,673,2007-09-20,3257.52,3257.52,3257.52,3257.52,0,"-0,68%",-0.006820350885391235
674,674,2007-09-21,3278.67,3278.67,3278.67,3278.67,0,"0,65%",0.006492669228464365
675,675,2007-09-24,3317.39,3317.39,3317.39,3317.39,0,"1,18%",0.011809666641056538
676,676,2007-09-25,3335.36,3335.36,3335.36,3335.36,0,"0,54%",0.005416909232735634
677,677,2007-09-26,3444.2,3444.2,3444.2,3444.2,0,"3,26%",0.03263216093182564
678,678,2007-09-27,3559.96,3559.96,3559.96,3559.96,0,"3,36%",0.03361012786626816
679,679,2007-09-28,3534.61,3534.61,3534.61,3534.61,0,"-0,71%",-0.0071208663284778595
680,680,2007-10-01,3629.51,3629.51,3629.51,3629.51,0,"2,68%",0.026848789304494858
681,681,2007-10-02,3406.36,3406.36,3406.36,3406.36,0,"-6,15%",-0.061482127755880356
682,682,2007-10-03,3284.53,3284.53,3284.53,3284.53,0,"-3,58%",-0.035765450447797775
683,683,2007-10-04,3305.91,3305.91,3305.91,3305.91,0,"0,65%",0.0065093026496469975
684,684,2007-10-05,3454.11,3454.11,3454.11,3454.11,0,"4,48%",0.044828806072473526
685,685,2007-10-08,3467.61,3467.61,3467.61,3467.61,0,"0,39%",0.0039083873853087425
686,686,2007-10-09,3500.78,3500.78,3500.78,3500.78,0,"0,96%",0.009565666317939758
687,687,2007-10-10,3448.28,3448.28,3448.28,3448.28,0,"-1,50%",-0.014996658079326153
688,688,2007-10-11,3355.94,3355.94,3355.94,3355.94,0,"-2,68%",-0.02677856758236885
689,689,2007-10-15,3339.65,3339.65,3339.65,3339.65,0,"-0,49%",-0.0048540798015892506
690,690,2007-10-16,3244.27,3244.27,3244.27,3244.27,0,"-2,86%",-0.02855987846851349
691,691,2007-10-17,3330.36,3330.36,3330.36,3330.36,0,"2,65%",0.026536015793681145
692,692,2007-10-18,3340.5,3340.5,3340.5,3340.5,0,"0,30%",0.0030447158496826887
693,693,2007-10-19,3223.33,3223.33,3223.33,3223.33,0,"-3,51%",-0.035075586289167404
694,694,2007-10-22,3262.83,3262.83,3262.83,3262.83,0,"1,23%",0.01225440762937069
695,695,2007-10-23,3370.57,3370.57,3370.57,3370.57,0,"3,30%",0.03302041441202164
696,696,2007-10-24,3339.84,3339.84,3339.84,3339.84,0,"-0,91%",-0.00911715254187584
697,697,2007-10-25,3329.8,3329.8,3329.8,3329.8,0,"-0,30%",-0.003006132086738944
698,698,2007-10-26,3467.04,3467.04,3467.04,3467.04,0,"4,12%",0.0412156879901886
699,699,2007-10-29,3471.59,3471.59,3471.59,3471.59,0,"0,13%",0.0013123586541041732
700,700,2007-10-30,3433.67,3433.67,3433.67,3433.67,0,"-1,09%",-0.010922948829829693
701,701,2007-10-31,3498.05,3498.05,3498.05,3498.05,0,"1,87%",0.018749617040157318
702,702,2007-11-01,3390.17,3390.17,3390.17,3390.17,0,"-3,08%",-0.030840039253234863
703,703,2007-11-05,3049.71,3049.71,3049.71,3049.71,0,"-10,04%",-0.10042564570903778
704,704,2007-11-06,3105.21,3105.21,3105.21,3105.21,0,"1,82%",0.018198451027274132
705,705,2007-11-07,3042.6,3042.6,3042.6,3042.6,0,"-2,02%",-0.02016288787126541
706,706,2007-11-08,2935.37,2935.37,2935.37,2935.37,0,"-3,52%",-0.03524288535118103
707,707,2007-11-09,2985.87,2985.87,2985.87,2985.87,0,"1,72%",0.017203964293003082
708,708,2007-11-12,2895.46,2895.46,2895.46,2895.46,0,"-3,03%",-0.030279282480478287
709,709,2007-11-13,2991.9,2991.9,2991.9,2991.9,0,"3,33%",0.03330731391906738
710,710,2007-11-14,3020.0,3020.0,3020.0,3020.0,0,"0,94%",0.009392024949193
711,711,2007-11-16,3027.55,3027.55,3027.55,3027.55,0,"0,25%",0.0024999999441206455
712,712,2007-11-19,2884.08,2884.08,2884.08,2884.08,0,"-4,74%",-0.04738815128803253
713,713,2007-11-21,2751.07,2751.07,2751.07,2751.07,0,"-4,61%",-0.04611869156360626
714,714,2007-11-22,2750.47,2750.47,2750.47,2750.47,0,"-0,02%",-0.00021809696045238525
715,715,2007-11-23,2779.34,2779.34,2779.34,2779.34,0,"1,05%",0.01049638818949461
716,716,2007-11-26,2744.88,2744.88,2744.88,2744.88,0,"-1,24%",-0.012398626655340195
717,717,2007-11-27,2844.14,2844.14,2844.14,2844.14,0,"3,62%",0.0361618734896183
718,718,2007-11-28,3007.18,3007.18,3007.18,3007.18,0,"5,73%",0.057324886322021484
719,719,2007-11-29,3029.28,3029.28,3029.28,3029.28,0,"0,73%",0.007349078077822924
720,720,2007-11-30,3172.03,3172.03,3172.03,3172.03,0,"4,71%",0.04712340980768204
721,721,2007-12-03,3166.0,3166.0,3166.0,3166.0,0,"-0,19%",-0.0019009908428415656
722,722,2007-12-04,2916.99,2916.99,2916.99,2916.99,0,"-7,87%",-0.0786512941122055
723,723,2007-12-05,2942.52,2942.52,2942.52,2942.52,0,"0,88%",0.008752172812819481
724,724,2007-12-06,2999.19,2999.19,2999.19,2999.19,0,"1,93%",0.019259002059698105
725,725,2007-12-07,3001.28,3001.28,3001.28,3001.28,0,"0,07%",0.0006968548404984176
726,726,2007-12-10,2980.55,2980.55,2980.55,2980.55,0,"-0,69%",-0.006907052826136351
727,727,2007-12-11,2931.24,2931.24,2931.24,2931.24,0,"-1,65%",-0.016543926671147346
728,728,2007-12-12,2893.65,2893.65,2893.65,2893.65,0,"-1,28%",-0.012823924422264099
729,729,2007-12-13,2804.89,2804.89,2804.89,2804.89,0,"-3,07%",-0.03067406266927719
730,730,2007-12-14,2806.9,2806.9,2806.9,2806.9,0,"0,07%",0.0007166056311689317
731,731,2007-12-17,2689.06,2689.06,2689.06,2689.06,0,"-4,20%",-0.0419822596013546
732,732,2007-12-18,2757.87,2757.87,2757.87,2757.87,0,"2,56%",0.0255888681858778
733,733,2007-12-19,2804.39,2804.39,2804.39,2804.39,0,"1,69%",0.016868090257048607
734,734,2007-12-20,2786.36,2786.36,2786.36,2786.36,0,"-0,64%",-0.006429205648601055
735,735,2007-12-21,2781.95,2781.95,2781.95,2781.95,0,"-0,16%",-0.0015827100723981857
736,736,2007-12-26,2823.65,2823.65,2823.65,2823.65,0,"1,50%",0.014989485964179039
737,737,2007-12-27,2778.12,2778.12,2778.12,2778.12,0,"-1,61%",-0.01612452045083046
738,738,2007-12-28,2742.89,2742.89,2742.89,2742.89,0,"-1,27%",-0.012681237421929836
739,739,2008-01-02,2633.96,2633.96,2633.96,2633.96,0,"-3,97%",-0.03971358761191368
740,740,2008-01-03,2591.75,2591.75,2591.75,2591.75,0,"-1,60%",-0.016025301069021225
741,741,2008-01-04,2583.73,2583.73,2583.73,2583.73,0,"-0,31%",-0.0030944342724978924
742,742,2008-01-07,2603.15,2603.15,2603.15,2603.15,0,"0,75%",0.007516265381127596
743,743,2008-01-08,2638.25,2638.25,2638.25,2638.25,0,"1,35%",0.013483664020895958
744,744,2008-01-09,2643.05,2643.05,2643.05,2643.05,0,"0,18%",0.00181938789319247
745,745,2008-01-10,2703.06,2703.06,2703.06,2703.06,0,"2,27%",0.022704830393195152
746,746,2008-01-11,2634.57,2634.57,2634.57,2634.57,0,"-2,53%",-0.02533794939517975
747,747,2008-01-14,2648.46,2648.46,2648.46,2648.46,0,"0,53%",0.005272207781672478
748,748,2008-01-15,2552.45,2552.45,2552.45,2552.45,0,"-3,63%",-0.0362512543797493
749,749,2008-01-16,2517.18,2517.18,2517.18,2517.18,0,"-1,38%",-0.013818096369504929
750,750,2008-01-17,2454.2,2454.2,2454.2,2454.2,0,"-2,50%",-0.025020062923431396
751,751,2008-01-18,2429.07,2429.07,2429.07,2429.07,0,"-1,02%",-0.010239589028060436
752,752,2008-01-21,2335.83,2335.83,2335.83,2335.83,0,"-3,84%",-0.038385059684515
753,753,2008-01-22,2369.49,2369.49,2369.49,2369.49,0,"1,44%",0.014410295523703098
754,754,2008-01-23,2312.28,2312.28,2312.28,2312.28,0,"-2,41%",-0.024144435301423073
755,755,2008-01-24,2492.29,2492.29,2492.29,2492.29,0,"7,78%",0.07784956693649292
756,756,2008-01-28,2488.6,2488.6,2488.6,2488.6,0,"-0,15%",-0.0014805661048740149
757,757,2008-01-29,2498.52,2498.52,2498.52,2498.52,0,"0,40%",0.003986177034676075
758,758,2008-01-30,2503.09,2503.09,2503.09,2503.09,0,"0,18%",0.0018290828447788954
759,759,2008-01-31,2430.92,2430.92,2430.92,2430.92,0,"-2,88%",-0.028832362964749336
760,760,2008-02-01,2386.96,2386.96,2386.96,2386.96,0,"-1,81%",-0.018083687871694565
761,761,2008-02-06,2302.98,2302.98,2302.98,2302.98,0,"-3,52%",-0.03518282622098923
762,762,2008-02-07,2275.9,2275.9,2275.9,2275.9,0,"-1,18%",-0.011758677661418915
763,763,2008-02-08,2259.25,2259.25,2259.25,2259.25,0,"-0,73%",-0.007315787021070719
764,764,2008-02-11,2320.0,2320.0,2320.0,2320.0,0,"2,69%",0.026889454573392868
765,765,2008-02-12,2408.14,2408.14,2408.14,2408.14,0,"3,80%",0.03799137845635414
766,766,2008-02-13,2477.75,2477.75,2477.75,2477.75,0,"2,89%",0.02890612743794918
767,767,2008-02-14,2426.31,2426.31,2426.31,2426.31,0,"-2,08%",-0.02076077088713646
768,768,2008-02-15,2443.29,2443.29,2443.29,2443.29,0,"0,70%",0.0069982814602553844
769,769,2008-02-18,2516.54,2516.54,2516.54,2516.54,0,"3,00%",0.029980067163705826
770,770,2008-02-19,2482.39,2482.39,2482.39,2482.39,0,"-1,36%",-0.013570219278335571
771,771,2008-02-20,2534.17,2534.17,2534.17,2534.17,0,"2,09%",0.02085893042385578
772,772,2008-02-21,2544.68,2544.68,2544.68,2544.68,0,"0,41%",0.004147314466536045
773,773,2008-02-22,2574.76,2574.76,2574.76,2574.76,0,"1,18%",0.011820740066468716
774,774,2008-02-25,2609.31,2609.31,2609.31,2609.31,0,"1,34%",0.013418726623058319
775,775,2008-02-26,2637.46,2637.46,2637.46,2637.46,0,"1,08%",0.01078829262405634
776,776,2008-02-27,2675.68,2675.68,2675.68,2675.68,0,"1,45%",0.014491215348243713
777,777,2008-02-28,2666.24,2666.24,2666.24,2666.24,0,"-0,35%",-0.003528075059875846
778,778,2008-02-29,2582.65,2582.65,2582.65,2582.65,0,"-3,14%",-0.03135126456618309
779,779,2008-03-03,2622.66,2622.66,2622.66,2622.66,0,"1,55%",0.015491839498281479
780,780,2008-03-04,2572.6,2572.6,2572.6,2572.6,0,"-1,91%",-0.019087491557002068
781,781,2008-03-05,2644.05,2644.05,2644.05,2644.05,0,"2,78%",0.027773458510637283
782,782,2008-03-06,2567.12,2567.12,2567.12,2567.12,0,"-2,91%",-0.029095515608787537
783,783,2008-03-07,2502.34,2502.34,2502.34,2502.34,0,"-2,52%",-0.02523450367152691
784,784,2008-03-10,2460.94,2460.94,2460.94,2460.94,0,"-1,65%",-0.016544513404369354
785,785,2008-03-11,2546.17,2546.17,2546.17,2546.17,0,"3,46%",0.03463310748338699
786,786,2008-03-12,2485.27,2485.27,2485.27,2485.27,0,"-2,39%",-0.02391827665269375
787,787,2008-03-13,2501.8,2501.8,2501.8,2501.8,0,"0,67%",0.006651188712567091
788,788,2008-03-14,2472.0,2472.0,2472.0,2472.0,0,"-1,19%",-0.0119114238768816
789,789,2008-03-17,2379.35,2379.35,2379.35,2379.35,0,"-3,75%",-0.03747977316379547
790,790,2008-03-18,2453.74,2453.74,2453.74,2453.74,0,"3,13%",0.03126484155654907
791,791,2008-03-19,2346.92,2346.92,2346.92,2346.92,0,"-4,35%",-0.04353354498744011
792,792,2008-03-20,2368.63,2368.63,2368.63,2368.63,0,"0,93%",0.00925042200833559
793,793,2008-03-24,2357.92,2357.92,2357.92,2357.92,0,"-0,45%",-0.004521600902080536
794,794,2008-03-25,2447.97,2447.97,2447.97,2447.97,0,"3,82%",0.038190439343452454
795,795,2008-03-26,2418.02,2418.02,2418.02,2418.02,0,"-1,22%",-0.012234627269208431
796,796,2008-03-27,2353.78,2353.78,2353.78,2353.78,0,"-2,66%",-0.026567190885543823
797,797,2008-03-28,2312.92,2312.92,2312.92,2312.92,0,"-1,74%",-0.017359310761094093
798,798,2008-03-31,2343.74,2343.74,2343.74,2343.74,0,"1,33%",0.013325147330760956
799,799,2008-04-01,2430.33,2430.33,2430.33,2430.33,0,"3,69%",0.036945223808288574
800,800,2008-04-02,2460.9,2460.9,2460.9,2460.9,0,"1,26%",0.012578538618981838
801,801,2008-04-03,2469.89,2469.89,2469.89,2469.89,0,"0,37%",0.0036531349178403616
802,802,2008-04-04,2461.43,2461.43,2461.43,2461.43,0,"-0,34%",-0.003425253788009286
803,803,2008-04-07,2488.35,2488.35,2488.35,2488.35,0,"1,09%",0.010936731472611427
804,804,2008-04-08,2505.97,2505.97,2505.97,2505.97,0,"0,71%",0.0070809973403811455
805,805,2008-04-09,2451.05,2451.05,2451.05,2451.05,0,"-2,19%",-0.02191566489636898
806,806,2008-04-10,2434.67,2434.67,2434.67,2434.67,0,"-0,67%",-0.006682850420475006
807,807,2008-04-11,2391.39,2391.39,2391.39,2391.39,0,"-1,78%",-0.01777653582394123
808,808,2008-04-14,2341.6,2341.6,2341.6,2341.6,0,"-2,08%",-0.020820526406168938
809,809,2008-04-15,2356.65,2356.65,2356.65,2356.65,0,"0,64%",0.006427229382097721
810,810,2008-04-16,2471.02,2471.02,2471.02,2471.02,0,"4,85%",0.04853075370192528
811,811,2008-04-17,2537.23,2537.23,2537.23,2537.23,0,"2,68%",0.02679460309445858
812,812,2008-04-18,2580.26,2580.26,2580.26,2580.26,0,"1,70%",0.01695943996310234
813,813,2008-04-22,2541.55,2541.55,2541.55,2541.55,0,"-1,50%",-0.015002364292740822
814,814,2008-04-23,2507.49,2507.49,2507.49,2507.49,0,"-1,34%",-0.013401270844042301
815,815,2008-04-24,2524.47,2524.47,2524.47,2524.47,0,"0,68%",0.006771712098270655
816,816,2008-04-25,2577.68,2577.68,2577.68,2577.68,0,"2,11%",0.02107769064605236
817,817,2008-04-28,2609.76,2609.76,2609.76,2609.76,0,"1,24%",0.01244529988616705
818,818,2008-04-29,2550.66,2550.66,2550.66,2550.66,0,"-2,26%",-0.02264576032757759
819,819,2008-04-30,2784.28,2784.28,2784.28,2784.28,0,"9,16%",0.091591976583004
820,820,2008-05-02,2918.13,2918.13,2918.13,2918.13,0,"4,81%",0.04807347059249878
821,821,2008-05-05,2911.86,2911.86,2911.86,2911.86,0,"-0,21%",-0.002148636383935809
822,822,2008-05-06,2838.8,2838.8,2838.8,2838.8,0,"-2,51%",-0.025090491399168968
823,823,2008-05-07,2805.49,2805.49,2805.49,2805.49,0,"-1,17%",-0.011733830906450748
824,824,2008-05-08,2823.49,2823.49,2823.49,2823.49,0,"0,64%",0.006415991578251123
825,825,2008-05-09,2800.91,2800.91,2800.91,2800.91,0,"-0,80%",-0.007997195236384869
826,826,2008-05-12,2837.19,2837.19,2837.19,2837.19,0,"1,30%",0.012952933087944984
827,827,2008-05-13,2781.34,2781.34,2781.34,2781.34,0,"-1,97%",-0.019684970378875732
828,828,2008-05-14,2769.13,2769.13,2769.13,2769.13,0,"-0,44%",-0.004389970097690821
829,829,2008-05-15,2815.07,2815.07,2815.07,2815.07,0,"1,66%",0.016590047627687454
830,830,2008-05-16,2832.01,2832.01,2832.01,2832.01,0,"0,60%",0.0060176122933626175
831,831,2008-05-19,2858.27,2858.27,2858.27,2858.27,0,"0,93%",0.009272566065192223
832,832,2008-05-20,2827.2,2827.2,2827.2,2827.2,0,"-1,09%",-0.010870211757719517
833,833,2008-05-21,2774.81,2774.81,2774.81,2774.81,0,"-1,85%",-0.018530702218413353
834,834,2008-05-23,2748.87,2748.87,2748.87,2748.87,0,"-0,93%",-0.009348387829959393
835,835,2008-05-26,2741.24,2741.24,2741.24,2741.24,0,"-0,28%",-0.0027756860945373774
836,836,2008-05-27,2802.06,2802.06,2802.06,2802.06,0,"2,22%",0.022187039256095886
837,837,2008-05-28,2907.66,2907.66,2907.66,2907.66,0,"3,77%",0.037686560302972794
838,838,2008-05-29,2892.42,2892.42,2892.42,2892.42,0,"-0,52%",-0.005241327919065952
839,839,2008-05-30,2979.87,2979.87,2979.87,2979.87,0,"3,02%",0.0302341990172863
840,840,2008-06-02,2891.88,2891.88,2891.88,2891.88,0,"-2,95%",-0.02952813357114792
841,841,2008-06-03,2821.91,2821.91,2821.91,2821.91,0,"-2,42%",-0.024195333942770958
842,842,2008-06-04,2793.28,2793.28,2793.28,2793.28,0,"-1,01%",-0.010145610198378563
843,843,2008-06-05,2876.67,2876.67,2876.67,2876.67,0,"2,99%",0.02985379286110401
844,844,2008-06-06,2785.95,2785.95,2785.95,2785.95,0,"-3,15%",-0.031536463648080826
845,845,2008-06-09,2754.51,2754.51,2754.51,2754.51,0,"-1,13%",-0.011285198852419853
846,846,2008-06-10,2688.61,2688.61,2688.61,2688.61,0,"-2,39%",-0.02392440102994442
847,847,2008-06-11,2630.37,2630.37,2630.37,2630.37,0,"-2,17%",-0.021661750972270966
848,848,2008-06-12,2681.19,2681.19,2681.19,2681.19,0,"1,93%",0.019320474937558174
849,849,2008-06-13,2694.03,2694.03,2694.03,2694.03,0,"0,48%",0.004788918420672417
850,850,2008-06-16,2707.76,2707.76,2707.76,2707.76,0,"0,51%",0.005096454173326492
851,851,2008-06-17,2744.6,2744.6,2744.6,2744.6,0,"1,36%",0.01360534131526947
852,852,2008-06-18,2654.59,2654.59,2654.59,2654.59,0,"-3,28%",-0.03279530629515648
853,853,2008-06-19,2628.97,2628.97,2628.97,2628.97,0,"-0,97%",-0.00965120829641819
854,854,2008-06-20,2561.96,2561.96,2561.96,2561.96,0,"-2,55%",-0.025489069521427155
855,855,2008-06-23,2542.32,2542.32,2542.32,2542.32,0,"-0,77%",-0.007666005752980709
856,856,2008-06-24,2509.05,2509.05,2509.05,2509.05,0,"-1,31%",-0.013086472637951374
857,857,2008-06-25,2572.82,2572.82,2572.82,2572.82,0,"2,54%",0.025415994226932526
