,Date,High,Low,Open,Close,Volume,Adj Close,Var
0,1993-04-27,25.399999618530273,24.5,24.79999923706055,24.5,0.0,24.5,0.0
1,1993-04-28,24.60000038146973,23.70000076293945,24.5,24.29999923706055,0.0,24.29999923706055,-0.00816329661756754
2,1993-04-29,24.79999923706055,23.70000076293945,24.29999923706055,23.70000076293945,0.0,23.70000076293945,-0.024691296741366386
3,1993-04-30,24.20000076293945,23.70000076293945,23.70000076293945,24.10000038146973,0.0,24.10000038146973,0.01687762141227722
4,1993-05-03,24.399999618530273,23.79999923706055,24.10000038146973,24.10000038146973,0.0,24.10000038146973,0.0
5,1993-05-04,25.0,24.10000038146973,24.10000038146973,24.899999618530273,0.0,24.899999618530273,0.03319498896598816
6,1993-05-05,24.899999618530273,24.29999923706055,24.899999618530273,24.60000038146973,0.0,24.60000038146973,-0.012048162519931793
7,1993-05-06,25.70000076293945,24.60000038146973,24.60000038146973,25.60000038146973,0.0,25.60000038146973,0.04065040498971939
8,1993-05-07,26.10000038146973,25.5,25.60000038146973,25.79999923706055,0.0,25.79999923706055,0.0078124552965164185
9,1993-05-10,25.79999923706055,25.10000038146973,25.79999923706055,25.20000076293945,0.0,25.20000076293945,-0.023255756124854088
10,1993-05-11,26.29999923706055,25.10000038146973,25.20000076293945,26.29999923706055,0.0,26.29999923706055,0.043650731444358826
11,1993-05-12,27.10000038146973,26.20000076293945,26.29999923706055,26.70000076293945,0.0,26.70000076293945,0.015209184028208256
12,1993-05-13,27.60000038146973,26.70000076293945,26.70000076293945,27.399999618530273,0.0,27.399999618530273,0.026217184960842133
13,1993-05-14,27.899999618530273,27.399999618530273,27.399999618530273,27.79999923706055,0.0,27.79999923706055,0.014598526060581207
14,1993-05-17,29.29999923706055,27.70000076293945,27.79999923706055,29.29999923706055,0.0,29.29999923706055,0.053956836462020874
15,1993-05-18,30.0,29.29999923706055,29.29999923706055,29.5,0.0,29.5,0.0068259648978710175
16,1993-05-19,30.29999923706055,29.5,29.5,29.899999618530273,0.0,29.899999618530273,0.013559308834373951
17,1993-05-20,32.09999847412109,29.899999618530273,29.899999618530273,32.0,0.0,32.0,0.07023412734270096
18,1993-05-21,33.5,31.70000076293945,32.0,33.200000762939446,0.0,33.200000762939446,0.03750002384185791
19,1993-05-24,34.299999237060554,33.200000762939446,33.200000762939446,33.799999237060554,0.0,33.799999237060554,0.01807224191725254
20,1993-05-25,34.5,33.799999237060554,33.799999237060554,34.400001525878906,0.0,34.400001525878906,0.017751546576619148
21,1993-05-26,35.599998474121094,34.400001525878906,34.400001525878906,35.0,0.0,35.0,0.01744181476533413
22,1993-05-27,35.09999847412109,34.700000762939446,35.0,34.799999237060554,0.0,34.799999237060554,-0.00571430753916502
23,1993-05-28,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,0.0,34.900001525878906,0.0028736290987581015
24,1993-05-31,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,0.0,34.900001525878906,0.0
25,1993-06-01,37.20000076293945,35.400001525878906,35.400001525878906,37.20000076293945,0.0,37.20000076293945,0.06590255349874496
26,1993-06-02,39.599998474121094,37.79999923706055,37.79999923706055,39.29999923706055,0.0,39.29999923706055,0.056451570242643356
27,1993-06-03,40.900001525878906,38.79999923706055,39.5,40.79999923706055,0.0,40.79999923706055,0.038167938590049744
28,1993-06-04,42.0,40.5,41.099998474121094,41.20000076293945,0.0,41.20000076293945,0.009803959168493748
29,1993-06-07,43.29999923706055,41.0,41.0,42.20000076293945,0.0,42.20000076293945,0.02427184395492077
30,1993-06-08,43.0,42.0,42.400001525878906,42.20000076293945,0.0,42.20000076293945,0.0
31,1993-06-09,42.29999923706055,41.20000076293945,42.20000076293945,41.5,0.0,41.5,-0.016587695106863976
32,1993-06-11,44.900001525878906,44.599998474121094,44.599998474121094,44.900001525878906,0.0,44.900001525878906,0.08192774653434753
33,1993-06-14,46.0,44.5,44.900001525878906,45.20000076293945,0.0,45.20000076293945,0.00668149720877409
34,1993-06-15,47.599998474121094,45.20000076293945,45.20000076293945,45.9000015258789,0.0,45.9000015258789,0.015486742369830608
35,1993-06-16,49.4000015258789,45.9000015258789,45.9000015258789,49.4000015258789,0.0,49.4000015258789,0.07625272125005722
36,1993-06-17,53.099998474121094,44.400001525878906,49.4000015258789,47.099998474121094,0.0,47.099998474121094,-0.04655876383185387
37,1993-06-18,49.099998474121094,46.5,47.099998474121094,47.4000015258789,0.0,47.4000015258789,0.006369491573423147
38,1993-06-21,48.9000015258789,47.099998474121094,47.4000015258789,47.9000015258789,0.0,47.9000015258789,0.01054852269589901
39,1993-06-22,49.599998474121094,47.29999923706055,47.9000015258789,49.5,0.0,49.5,0.03340288996696472
40,1993-06-23,51.29999923706055,48.099998474121094,49.5,48.099998474121094,0.0,48.099998474121094,-0.028282858431339264
41,1993-06-24,49.29999923706055,47.70000076293945,48.099998474121094,48.70000076293945,0.0,48.70000076293945,0.01247406005859375
42,1993-06-25,52.20000076293945,48.70000076293945,48.70000076293945,52.20000076293945,0.0,52.20000076293945,0.07186858355998993
43,1993-06-28,54.79999923706055,51.0,52.20000076293945,53.599998474121094,0.0,53.599998474121094,0.026819879189133644
44,1993-06-29,54.599998474121094,52.70000076293945,53.599998474121094,52.9000015258789,0.0,52.9000015258789,-0.013059644959867
45,1993-06-30,54.20000076293945,52.9000015258789,52.9000015258789,53.70000076293945,0.0,53.70000076293945,0.015122858807444572
46,1993-07-01,55.099998474121094,52.099998474121094,53.70000076293945,52.29999923706055,0.0,52.29999923706055,-0.026070792227983475
47,1993-07-02,53.599998474121094,51.70000076293945,52.29999923706055,52.29999923706055,0.0,52.29999923706055,0.0
48,1993-07-05,54.9000015258789,53.79999923706055,53.9000015258789,54.9000015258789,0.0,54.9000015258789,0.04971323907375336
49,1993-07-06,56.70000076293945,55.29999923706055,55.29999923706055,56.099998474121094,0.0,56.099998474121094,0.021857867017388344
50,1993-07-07,57.599998474121094,56.099998474121094,56.099998474121094,57.5,0.0,57.5,0.024955464527010918
51,1993-07-08,58.0,56.4000015258789,57.5,57.099998474121094,0.0,57.099998474121094,-0.0069565484300255775
52,1993-07-09,58.79999923706055,57.099998474121094,57.099998474121094,58.79999923706055,0.0,58.79999923706055,0.02977234311401844
53,1993-07-12,60.599998474121094,58.79999923706055,58.79999923706055,59.70000076293945,0.0,59.70000076293945,0.015306148678064346
54,1993-07-13,60.5,59.29999923706055,59.70000076293945,60.4000015258789,0.0,60.4000015258789,0.011725305579602718
55,1993-07-14,60.4000015258789,57.79999923706055,60.4000015258789,58.0,0.0,58.0,-0.03973512351512909
56,1993-07-15,58.79999923706055,56.79999923706055,58.0,57.099998474121094,0.0,57.099998474121094,-0.015517267398536205
57,1993-07-16,58.599998474121094,56.5,57.099998474121094,58.29999923706055,0.0,58.29999923706055,0.021015776321291924
58,1993-07-19,59.29999923706055,58.29999923706055,58.29999923706055,59.20000076293945,0.0,59.20000076293945,0.015437419526278973
59,1993-07-20,62.29999923706055,59.20000076293945,59.20000076293945,62.29999923706055,0.0,62.29999923706055,0.052364837378263474
60,1993-07-21,63.20000076293945,62.20000076293945,62.29999923706055,62.29999923706055,0.0,62.29999923706055,0.0
61,1993-07-22,62.29999923706055,60.599998474121094,62.29999923706055,61.70000076293945,0.0,61.70000076293945,-0.009630794636905193
62,1993-07-23,64.30000305175781,61.70000076293945,61.70000076293945,63.5,0.0,63.5,0.029173407703638077
63,1993-07-26,63.70000076293945,61.5,63.5,61.79999923706055,0.0,61.79999923706055,-0.02677166648209095
64,1993-07-27,62.29999923706055,61.099998474121094,61.79999923706055,62.099998474121094,0.0,62.099998474121094,0.004854356870055199
65,1993-07-28,64.40000152587889,62.099998474121094,62.099998474121094,63.79999923706055,0.0,63.79999923706055,0.02737521380186081
66,1993-07-29,66.30000305175781,63.79999923706055,63.79999923706055,66.09999847412111,0.0,66.09999847412111,0.03605014458298683
67,1993-07-30,67.40000152587889,65.59999847412111,66.09999847412111,65.59999847412111,0.0,65.59999847412111,-0.00756429648026824
68,1993-08-02,65.69999694824219,62.4000015258789,65.59999847412111,62.70000076293945,0.0,62.70000076293945,-0.04420728236436844
69,1993-08-03,63.4000015258789,61.70000076293945,62.70000076293945,62.599998474121094,0.0,62.599998474121094,-0.001594932866282761
70,1993-08-04,64.30000305175781,61.599998474121094,62.599998474121094,61.79999923706055,0.0,61.79999923706055,-0.01277954038232565
71,1993-08-05,63.099998474121094,60.599998474121094,61.79999923706055,62.70000076293945,0.0,62.70000076293945,0.01456313207745552
72,1993-08-06,64.59999847412111,62.70000076293945,62.70000076293945,64.19999694824219,0.0,64.19999694824219,0.02392338402569294
73,1993-08-09,65.80000305175781,63.70000076293945,64.19999694824219,64.30000305175781,0.0,64.30000305175781,0.0015577275771647692
74,1993-08-10,67.5,64.30000305175781,64.30000305175781,67.5,0.0,67.5,0.0497666671872139
75,1993-08-11,70.09999847412111,67.5,67.5,69.90000152587889,0.0,69.90000152587889,0.035555578768253326
76,1993-08-12,74.4000015258789,69.90000152587889,69.90000152587889,74.0,0.0,74.0,0.05865519866347313
77,1993-08-13,75.0999984741211,72.69999694824219,74.0,72.69999694824219,0.0,72.69999694824219,-0.017567608505487442
78,1993-08-16,77.80000305175781,72.69999694824219,72.69999694824219,77.30000305175781,0.0,77.30000305175781,0.06327381730079651
79,1993-08-17,81.19999694824219,77.30000305175781,77.30000305175781,80.19999694824219,0.0,80.19999694824219,0.037516091018915176
80,1993-08-18,81.5,78.5999984741211,80.19999694824219,79.5,0.0,79.5,-0.008728141896426678
81,1993-08-19,85.19999694824219,79.5,79.5,85.0999984741211,0.0,85.0999984741211,0.07044023275375366
82,1993-08-20,89.19999694824219,85.0999984741211,85.0999984741211,88.30000305175781,0.0,88.30000305175781,0.037602875381708145
83,1993-08-23,90.0999984741211,87.30000305175781,88.30000305175781,89.9000015258789,0.0,89.9000015258789,0.01812002807855606
84,1993-08-24,92.0999984741211,88.4000015258789,89.9000015258789,90.5999984741211,0.0,90.5999984741211,0.0077863954938948154
85,1993-08-25,92.0999984741211,90.5,90.5999984741211,91.5,0.0,91.5,0.009933792054653168
